,Split Ratio  ,Noise ,Error Count ,Time Count,Weight Count,Bias Count
0,0.6,5,0.05102040816326531,0.0004940000000033251,[[ 1.66667738 -1.66666817]],-4.000046502576415
0,0.6,5,0.061224489795918366,0.0004940000000033251,[[ 1.53783618 -1.9991841 ]],-2.0913273705151902
0,0.6,5,0.061224489795918366,0.0005119999999578795,[[ 1.36666431 -1.96666431]],-1.3099951569746437
0,0.6,5,0.061224489795918366,0.0005360000000109721,[[ 2.0166639 -1.3166639]],-6.799991707255504
0,0.6,5,0.07142857142857142,0.0004710000000045511,[[ 2.12849714 -1.27622224]],-7.643507742647707
0,0.6,5,0.05102040816326531,0.0005079999999679785,[[ 1.63800233 -1.46599967]],-4.48161527694667
0,0.6,10,0.11224489795918367,0.0005130000000121981,[[ 1.05136837 -1.68698562]],-0.5210881992214682
0,0.6,10,0.10204081632653061,0.0005179999999995744,[[ 1.23601001 -1.64799249]],-1.576880468160222
0,0.6,10,0.09183673469387756,0.0004969999999957508,[[ 1.9504963  -1.46286902]],-5.973528861938271
0,0.6,10,0.09183673469387756,0.000527000000033695,[[ 1.33388088 -1.99944773]],-1.0710423913609102
0,0.6,10,0.11224489795918367,0.0005160000000046239,[[ 1.29636321 -2.03816049]],-0.7935748582465553
0,0.6,10,0.10204081632653061,0.0007370000000150867,[[ 1.77666919 -1.63000756]],-4.53365561277714
0,0.6,10,0.11224489795918367,0.0006329999999934444,[[ 1.53736769 -1.5384668 ]],-3.763128543813421
0,0.6,10,0.11224489795918367,0.0005520000000274194,[[ 1.92706482 -1.32823663]],-6.265206368410625
0,0.6,10,0.10204081632653061,0.0004930000000058499,[[ 1.41384997 -1.61634508]],-2.5735545204955046
0,0.6,10,0.11224489795918367,0.0005840000000034706,[[ 1.3479086 -1.5391666]],-2.6615145386580896
0,0.6,10,0.09183673469387756,0.0006079999999997199,[[ 1.40529604 -1.73117662]],-2.1404733037794212
0,0.6,10,0.11224489795918367,0.0005070000000273467,[[ 1.49471141 -1.68154394]],-3.129710678799942
0,0.6,10,0.10204081632653061,0.0006529999999997926,[[ 1.34347321 -1.49239404]],-2.7327913311175767
0,0.6,10,0.10204081632653061,0.0005299999999692773,[[ 1.53987594 -1.53756991]],-3.4718701896255215
0,0.6,10,0.11224489795918367,0.0004870000000209984,[[ 1.47419983 -1.6848233 ]],-3.001109797847834
0,0.6,10,0.11224489795918367,0.0005179999999995744,[[ 1.44937886 -1.88454783]],-1.9121998779119533
0,0.6,10,0.11224489795918367,0.0005170000000020991,[[ 1.21186935 -1.81920008]],-0.8748105490531359
0,0.6,10,0.11224489795918367,0.00048399999997172927,[[ 2.15653866 -1.17679008]],-7.918806351556774
0,0.6,10,0.11224489795918367,0.0006230000000186919,[[ 1.59314488 -1.41543092]],-4.365574554846043
0,0.6,10,0.10204081632653061,0.0005219999999894753,[[ 1.42957371 -1.42817858]],-3.4351970939748186
0,0.6,15,0.16326530612244897,0.0005170000000020991,[[ 1.13624394 -1.36352627]],-1.9769630411395451
0,0.6,15,0.14285714285714285,0.0005449999999882493,[[ 0.95279691 -1.66520736]],-0.10169971839838633
0,0.6,15,0.14285714285714285,0.0007160000000112632,[[ 1.26371419 -1.44425008]],-2.4661716474518225
0,0.6,15,0.14285714285714285,0.0006210000000237414,[[ 1.32666607 -1.77999822]],-1.798000412341212
0,0.6,15,0.16326530612244897,0.0005320000000210712,[[ 1.42873536 -1.42872584]],-3.429062563506155
0,0.6,15,0.16326530612244897,0.0007029999999872416,[[ 1.38919203 -1.66486534]],-2.284341659689593
0,0.6,15,0.1836734693877551,0.0005400000000008731,[[ 0.99965826 -1.50288937]],-0.8899997098162075
0,0.6,15,0.15306122448979592,0.0005030000000374457,[[ 1.75295078 -1.28824352]],-5.420609564004952
0,0.6,15,0.15306122448979592,0.0006049999999504507,[[ 1.81756161 -1.21247023]],-6.086508641118148
0,0.6,15,0.16326530612244897,0.0005499999999756255,[[ 1.22393022 -1.49592083]],-2.1281054894156775
0,0.6,15,0.14285714285714285,0.0005699999999819738,[[ 1.33360324 -1.52352766]],-2.6212393290003306
0,0.6,15,0.16326530612244897,0.000505999999973028,[[ 1.29549845 -1.66666544]],-2.0512559045521406
0,0.6,15,0.15306122448979592,0.0005669999999895481,[[ 1.3        -1.25000116]],-3.0000035407125987
0,0.6,15,0.16326530612244897,0.0004910000000108994,[[ 1.07551811 -1.72005725]],-0.46481401151559626
0,0.6,15,0.16326530612244897,0.0006469999999580978,[[ 1.31200142 -1.51600189]],-2.5571981933608257
0,0.6,15,0.16326530612244897,0.0005120000000147229,[[ 1.31236327 -1.67978123]],-1.850557595765282
0,0.6,15,0.14285714285714285,0.0006470000000149412,[[ 1.17647077 -1.8       ]],-0.7764662953427057
0,0.6,15,0.16326530612244897,0.000504000000034921,[[ 1.81877334 -1.21252259]],-6.093036156530156
0,0.6,15,0.16326530612244897,0.0007350000000201362,[[ 1.42907281 -1.4290872 ]],-3.4299110865144318
0,0.6,15,0.14285714285714285,0.0005390000000033979,[[ 1.3330291  -1.33361211]],-3.1308659448339684
0,0.6,20,0.21428571428571427,0.0005400000000008731,[[ 0.82660055 -1.48747389]],0.12273870445804907
0,0.6,20,0.20408163265306123,0.0005179999999995744,[[ 0.98041815 -1.56860391]],-0.5100084663769859
0,0.6,20,0.20408163265306123,0.0005049999999755528,[[ 1.33321371 -1.06692753]],-4.118461623073224
0,0.6,20,0.19387755102040816,0.0005079999999679785,[[ 1.25022257 -1.80587416]],-1.2640610913437569
0,0.6,20,0.20408163265306123,0.0005309999999667525,[[ 1.50953707 -1.13196623]],-4.812237401574742
0,0.6,20,0.20408163265306123,0.0005039999999780775,[[ 1.3798914  -1.60893751]],-2.4059765116380745
0,0.6,20,0.23469387755102042,0.0005079999999679785,[[ 0.98089855 -1.53503557]],-0.6981201876559642
0,0.6,20,0.21428571428571427,0.0006010000000173932,[[ 1.53826708 -1.15433063]],-4.805088580466868
0,0.6,20,0.19387755102040816,0.0005790000000160944,[[ 1.22084393 -1.37422915]],-2.416281740185764
0,0.6,20,0.21428571428571427,0.0005779999999617758,[[ 0.95686311 -1.42745246]],-0.8400025019894867
0,0.6,20,0.19387755102040816,0.0005479999999806751,[[ 1.42873502 -1.4282758 ]],-3.4303264259291044
0,0.6,20,0.22448979591836735,0.0005869999999958964,[[ 0.91831087 -1.60911222]],-0.12002342935863215
0,0.6,20,0.20408163265306123,0.0005639999999971224,[[ 1.31566039 -1.18408475]],-3.210206454003824
0,0.6,20,0.21428571428571427,0.0006680000000187647,[[ 0.72315912 -1.68643407]],1.4072594338001068
0,0.6,20,0.21428571428571427,0.0005810000000110449,[[ 1.01357171 -1.16198989]],-2.117091120590845
0,0.6,20,0.20408163265306123,0.000726000000042859,[[ 1.17678487 -1.41213863]],-2.082915690282973
0,0.6,20,0.19387755102040816,0.0005390000000033979,[[ 1.05312004 -1.57731734]],-0.902087305268502
0,0.6,20,0.20408163265306123,0.0005160000000046239,[[ 1.4280221  -1.42798793]],-3.427353883585069
0,0.6,20,0.20408163265306123,0.0005869999999958964,[[ 1.22116292 -1.37498313]],-2.415961565706593
0,0.6,20,0.23469387755102042,0.0005380000000059226,[[ 0.89561591 -1.1952136 ]],-1.474380568396956
0,0.6,25,0.2653061224489796,0.0005820000000085201,[[ 0.72256914 -1.32584603]],0.26868343575659204
0,0.6,25,0.25510204081632654,0.0005909999999857973,[[ 1.04122181 -1.45772632]],-1.2287301522145555
0,0.6,25,0.23469387755102042,0.0006779999999935171,[[ 1.17009565 -0.9577291 ]],-3.711199395881941
0,0.6,25,0.2653061224489796,0.000849000000016531,[[ 1.11486763 -1.56080884]],-1.3858303882707255
0,0.6,25,0.25510204081632654,0.0006180000000313157,[[ 1.28200417 -1.0260006 ]],-3.973018257136591
0,0.6,25,0.25510204081632654,0.0005580000000122709,[[ 1.37282755 -1.56792023]],-2.474433404335413
0,0.6,25,0.2653061224489796,0.0006089999999971951,[[ 0.97555686 -1.46343998]],-0.8532775610995367
0,0.6,25,0.25510204081632654,0.0005479999999806751,[[ 1.17677467 -1.17677453]],-2.7653358012646163
0,0.6,25,0.25510204081632654,0.0005450000000450927,[[ 1.07071959 -1.43025961]],-1.4909784555405068
0,0.6,25,0.2755102040816326,0.0005249999999819011,[[ 0.87928351 -1.20901479]],-1.2639128373973587
0,0.6,25,0.24489795918367346,0.0005419999999958236,[[ 1.34692223 -1.17461429]],-3.692384998582865
0,0.6,25,0.2755102040816326,0.0005959999999731735,[[ 0.83380616 -1.52769704]],0.14974501408318397
0,0.6,25,0.4489795918367347,0.0006300000000010186,[[ 0.00277083 -0.00251918]],0.9916987855931922
0,0.6,25,0.2653061224489796,0.0006769999999960419,[[ 0.81305173 -1.3009096 ]],-0.3169840080873765
0,0.6,25,0.2857142857142857,0.0005109999999604042,[[ 0.93087362 -1.39170626]],-0.9218744540509368
0,0.6,25,0.2857142857142857,0.0005620000000021719,[[ 0.95242771 -1.42854748]],-0.9050510675991673
0,0.6,25,0.2653061224489796,0.0005450000000450927,[[ 0.90310072 -1.54815394]],-0.25160789740659883
0,0.6,25,0.24489795918367346,0.0005719999999769243,[[ 1.08306588 -1.46460679]],-1.4418165718081977
0,0.6,25,0.2653061224489796,0.0005409999999983484,[[ 1.00676478 -1.29525851]],-1.5435822956207261
0,0.6,25,0.2857142857142857,0.0006450000000199907,[[ 0.86956461 -0.9       ]],-2.206962006747925
0,0.6,30,0.30612244897959184,0.0005879999999933716,[[ 0.72256914 -1.32584603]],0.26868343575659204
0,0.6,30,0.2857142857142857,0.0005179999999995744,[[ 1.0306112  -1.44284864]],-1.2059363625531663
0,0.6,30,0.29591836734693877,0.0005370000000084474,[[ 0.92383648 -1.42856493]],-0.7617553936268404
0,0.6,30,0.2755102040816326,0.0006210000000237414,[[ 1.06359633 -1.48967085]],-1.2744888381448938
0,0.6,30,0.30612244897959184,0.0005629999999996471,[[ 1.00890028 -0.84077412]],-3.236644629624177
0,0.6,30,0.29591836734693877,0.0005709999999794491,[[ 1.30844539 -1.49531552]],-2.308637910753951
0,0.6,30,0.29591836734693877,0.0006020000000148684,[[ 0.68378653 -1.62392714]],1.3160779359403232
0,0.6,30,0.30612244897959184,0.0005569999999579522,[[ 0.95398109 -1.09026654]],-1.8994569066068403
0,0.6,30,0.29591836734693877,0.0005679999999870233,[[ 1.11127591 -1.10979744]],-2.6715682104007143
0,0.6,30,0.3163265306122449,0.0005509999999731008,[[ 0.83327108 -1.24908434]],-0.8360934947639532
0,0.6,30,0.2755102040816326,0.0005069999999705033,[[ 1.17651955 -1.17640953]],-2.765135059045951
0,0.6,30,0.3163265306122449,0.0005509999999731008,[[ 0.76953285 -1.53821217]],0.5360126600040891
0,0.6,30,0.41836734693877553,0.0005050000000323962,[[5.08627007e-08 6.78169414e-08]],0.9999839697938118
0,0.6,30,0.30612244897959184,0.0006370000000401888,[[ 0.74736845 -1.30789115]],0.04690292820947975
0,0.6,30,0.30612244897959184,0.0005659999999920728,[[ 0.89276702 -1.42842106]],-0.6070637953961187
0,0.6,30,0.32653061224489793,0.0005459999999857246,[[ 0.78620267 -1.01082707]],-1.4265426357237914
0,0.6,30,0.2857142857142857,0.0005649999999945976,[[ 0.73999788 -1.48000106]],0.6300190607437254
0,0.6,30,0.2857142857142857,0.000532999999961703,[[ 1.07067777 -1.42930109]],-1.4582443870075872
0,0.6,30,0.29591836734693877,0.000550000000032469,[[ 1.05264358 -1.0527506 ]],-2.368090409331341
0,0.6,30,0.29591836734693877,0.0005340000000160217,[[ 0.60282426 -1.30702545]],0.8921585558183331
0,0.5,5,0.05102040816326531,0.0005170000000020991,[[ 1.81869022 -1.81586573]],-4.2823002293234165
0,0.5,5,0.05102040816326531,0.0004549999999881038,[[ 1.71402608 -1.99969679]],-2.7424943663244186
0,0.5,5,0.05102040816326531,0.00043799999997418126,[[ 1.56240135 -2.25679906]],-1.3298527064818937
0,0.5,5,0.061224489795918366,0.0006250000000136424,[[ 1.60011502 -2.07986552]],-2.2170700233163942
0,0.5,5,0.061224489795918366,0.0004570000000398977,[[ 1.56666607 -1.76666607]],-3.1999950832754958
0,0.5,5,0.05102040816326531,0.0004710000000045511,[[ 1.80000594 -1.79999406]],-4.060053884958492
0,0.5,5,0.061224489795918366,0.0004529999999931533,[[ 1.6500075 -1.6499925]],-3.9700629432337013
0,0.5,5,0.05102040816326531,0.0005350000000134969,[[ 1.81840939 -1.81780553]],-4.275014007320012
0,0.5,5,0.061224489795918366,0.0004759999999919273,[[ 1.53791274 -1.99928628]],-2.091441766742632
0,0.5,5,0.05102040816326531,0.00043299999998680505,[[ 1.74999638 -1.75000362]],-4.149971990964699
0,0.5,5,0.061224489795918366,0.0004500000000007276,[[ 1.36941395 -2.19764723]],-0.7317725612649779
0,0.5,5,0.061224489795918366,0.00045399999999062857,[[ 2.27293676 -1.36312216]],-8.048122416765954
0,0.5,5,0.061224489795918366,0.00047699999998940257,[[ 1.81780573 -1.81779439]],-3.9082129199493085
0,0.5,5,0.061224489795918366,0.0004669999999578067,[[ 1.49384371 -1.79115652]],-2.499916936383749
0,0.5,5,0.05102040816326531,0.00047000000000707587,[[ 2.06870212 -1.37933736]],-6.791610874479098
0,0.5,5,0.061224489795918366,0.00046500000001969966,[[ 1.8 -2. ]],-3.38999557495117
0,0.5,5,0.061224489795918366,0.00045799999998052954,[[ 1.36371803 -1.96982131]],-1.287917004382592
0,0.5,5,0.061224489795918366,0.0004460000000108266,[[ 2.13600422 -1.36003903]],-7.4836501189911635
0,0.5,5,0.07142857142857142,0.00046299999996790575,[[ 1.68149142 -1.49466342]],-4.661306364909115
0,0.5,5,0.04081632653061224,0.00048800000001847366,[[ 2.29500014 -1.31142825]],-8.31119778062083
0,0.5,10,0.09183673469387756,0.00047399999999697684,[[ 1.01241381 -1.75103425]],-0.03469500163196687
0,0.5,10,0.10204081632653061,0.0006010000000173932,[[ 1.35143447 -1.62305147]],-2.1581942005269115
0,0.5,10,0.09183673469387756,0.00047200000000202635,[[ 1.75439945 -1.499197  ]],-4.7512841610991545
0,0.5,10,0.09183673469387756,0.00047600000004877074,[[ 1.53782565 -1.99917081]],-2.091308886311465
0,0.5,10,0.09183673469387756,0.0004690000000096006,[[ 1.31205822 -1.64008377]],-2.1158061706966196
0,0.5,10,0.09183673469387756,0.00048099999997930354,[[ 1.53893949 -1.92288742]],-2.195379838311639
0,0.5,10,0.11224489795918367,0.0004800000000386717,[[ 1.6500075 -1.6499925]],-3.9700629432337013
0,0.5,10,0.10204081632653061,0.00045999999997548,[[ 2.06961774 -1.37973945]],-6.795076869076633
0,0.5,10,0.09183673469387756,0.00057499999996935,[[ 1.5783779  -1.72972906]],-3.168647146981712
0,0.5,10,0.10204081632653061,0.0004959999999982756,[[ 1.76242976 -1.58618915]],-4.639767822339611
0,0.5,10,0.11224489795918367,0.0005009999999856518,[[ 1.19982673 -1.59678275]],-1.5694757874762981
0,0.5,10,0.11224489795918367,0.0004749999999944521,[[ 2.14614946 -1.43077581]],-7.226881151380537
0,0.5,10,0.11224489795918367,0.00046000000003232344,[[ 2.00007021 -1.19992002]],-7.00060069523343
0,0.5,10,0.11224489795918367,0.0004549999999881038,[[ 1.30293027 -1.73891348]],-1.6016818145110072
0,0.5,10,0.10204081632653061,0.0004460000000108266,[[ 1.81793637 -1.45434342]],-5.362999004361575
0,0.5,10,0.11224489795918367,0.00047600000004877074,[[ 1.66666755 -1.99851755]],-2.5378845605790015
0,0.5,10,0.11224489795918367,0.0004500000000007276,[[ 1.19952513 -1.89905025]],-0.5903819592379784
0,0.5,10,0.09183673469387756,0.00043099999999185457,[[ 2.11117756 -1.11111032]],-7.944792254384268
0,0.5,10,0.11224489795918367,0.0004889999999591055,[[ 1.19811526 -1.55660746]],-1.8537754504240276
0,0.5,10,0.09183673469387756,0.0005070000000273467,[[ 1.7769395  -1.33271712]],-5.575268153318631
0,0.5,15,0.14285714285714285,0.0005120000000147229,[[ 0.95157693 -1.42904343]],-0.7559765613195008
0,0.5,15,0.15306122448979592,0.000490999999954056,[[ 1.24662199 -1.25336594]],-2.8465519779675987
0,0.5,15,0.15306122448979592,0.0004930000000058499,[[ 1.15762328 -1.65270666]],-1.0201411000502871
0,0.5,15,0.14285714285714285,0.0005269999999768515,[[ 1.37027322 -1.77837887]],-1.871904294980601
0,0.5,15,0.14285714285714285,0.0005049999999755528,[[ 1.13229597 -1.5097341 ]],-1.5285207042434337
0,0.5,15,0.14285714285714285,0.0006569999999896936,[[ 1.38011547 -1.6088437 ]],-2.4073779939653055
0,0.5,15,0.16326530612244897,0.0005100000000197724,[[ 1.12972896 -1.47837378]],-1.6305473926298621
0,0.5,15,0.15306122448979592,0.000780000000020209,[[ 1.64074817 -1.31138191]],-4.74585986530164
0,0.5,15,0.14285714285714285,0.00045099999999820284,[[ 1.73830751 -1.30466857]],-5.298897866112077
0,0.5,15,0.16326530612244897,0.00057499999996935,[[ 1.53721856 -1.53883309]],-3.7606957201751743
0,0.5,15,0.15306122448979592,0.0004549999999881038,[[ 1.26369981 -1.21986355]],-3.184109478174315
0,0.5,15,0.16326530612244897,0.000436999999976706,[[ 1.84175195 -1.18461911]],-6.2862559672311775
0,0.5,15,0.15306122448979592,0.0005009999999856518,[[ 1.57924483 -0.97735691]],-5.340189716952319
0,0.5,15,0.16326530612244897,0.0004430000000184009,[[ 1.11107396 -1.66679679]],-0.7771704808619685
0,0.5,15,0.16326530612244897,0.00045999999997548,[[ 1.68461728 -1.12307408]],-5.716945209930174
0,0.5,15,0.16326530612244897,0.00050000000004502,[[ 1.23352871 -1.98208134]],-0.481284924107488
0,0.5,15,0.16326530612244897,0.000490999999954056,[[ 1.03879371 -1.81789292]],-0.013029126624256546
0,0.5,15,0.16326530612244897,0.0004779999999868778,[[ 2.0208016  -1.11439971]],-7.530491781135688
0,0.5,15,0.16326530612244897,0.0006670000000212895,[[ 1.09037625 -1.4538497 ]],-1.508473418823689
0,0.5,15,0.14285714285714285,0.0005820000000085201,[[ 1.53845923 -1.31949992]],-4.3381291031570655
0,0.5,20,0.19387755102040816,0.0005110000000172477,[[ 0.88082068 -1.41780551]],-0.4224676930469093
0,0.5,20,0.20408163265306123,0.0005380000000059226,[[ 1.24998917 -1.24999952]],-2.874943144460687
0,0.5,20,0.22448979591836735,0.0004799999999818283,[[ 0.43481521 -1.73926455]],3.130681651913785
0,0.5,20,0.19387755102040816,0.0006769999999960419,[[ 1.23040134 -1.53799693]],-1.9533766140334745
0,0.5,20,0.1836734693877551,0.0005160000000046239,[[ 0.95485288 -1.42857507]],-0.8236035334311046
0,0.5,20,0.1836734693877551,0.0005029999999806023,[[ 1.21169009 -1.51580189]],-1.874470212347848
0,0.5,20,0.22448979591836735,0.00046299999996790575,[[ 1.02263755 -1.42075359]],-1.2599865408635536
0,0.5,20,0.20408163265306123,0.00046200000002727393,[[ 1.2501338  -1.25011758]],-2.875381662928187
0,0.5,20,0.20408163265306123,0.0005129999999553547,[[ 1.05284639 -1.47399575]],-1.252919485511768
0,0.5,20,0.19387755102040816,0.0005100000000197724,[[ 1.46137575 -1.01103501]],-4.880987288985884
0,0.5,20,0.20408163265306123,0.0004969999999957508,[[ 1.08095813 -1.2611073 ]],-2.0629028319696254
0,0.5,20,0.20408163265306123,0.0004990000000475447,[[ 1.47470442 -1.14699585]],-4.358718836925064
0,0.5,20,0.20408163265306123,0.0004939999999464817,[[ 1.37872331 -1.03489485]],-4.099118601042659
0,0.5,20,0.22448979591836735,0.0005189999999970496,[[ 0.83302426 -1.66673596]],0.8353040932259913
0,0.5,20,0.25510204081632654,0.0004729999999995016,[[ 1.52999833 -0.98363028]],-5.393047386508514
0,0.5,20,0.21428571428571427,0.0005030000000374457,[[ 1.37154439 -1.63769392]],-2.28548177281994
0,0.5,20,0.22448979591836735,0.0005070000000273467,[[ 0.86958157 -1.73918157]],0.5652875826132635
0,0.5,20,0.21428571428571427,0.0005080000000248219,[[ 1.61635137 -1.41506148]],-4.513458035957891
0,0.5,20,0.22448979591836735,0.0004690000000096006,[[ 1.07171871 -1.42785914]],-1.503764149219695
0,0.5,20,0.21428571428571427,0.0005320000000210712,[[ 1.05312601 -1.4042019 ]],-1.5618859532834943
0,0.5,25,0.24489795918367346,0.0004930000000058499,[[ 0.8807876  -1.18149612]],-1.094680748234519
0,0.5,25,0.25510204081632654,0.00044900000000325235,[[ 1.24998917 -1.24999952]],-2.874943144460687
0,0.5,25,0.2755102040816326,0.00047699999998940257,[[ 0.43481521 -1.73926455]],3.130681651913785
0,0.5,25,0.25510204081632654,0.0004729999999995016,[[ 1.24994358 -1.25039688]],-2.998390111368173
0,0.5,25,0.24489795918367346,0.0005719999999769243,[[ 0.73999835 -1.48000083]],0.5560119978043347
0,0.5,25,0.23469387755102042,0.0005259999999793763,[[ 1.24999618 -1.25000382]],-2.7499640295822645
0,0.5,25,0.2653061224489796,0.0004969999999957508,[[ 1.14866894 -1.37948959]],-1.98400856953852
0,0.5,25,0.2653061224489796,0.0006000000000199179,[[ 1.12865592 -1.28989844]],-2.0639174811619583
0,0.5,25,0.23469387755102042,0.0004819999999767788,[[ 1.01375562 -1.44954825]],-1.1693712040859894
0,0.5,25,0.21428571428571427,0.0005120000000147229,[[ 1.59002128 -0.68229084]],-6.879693109342834
0,0.5,25,0.25510204081632654,0.0005009999999856518,[[ 1.26062477 -0.54089892]],-5.373923143635568
0,0.5,25,0.25510204081632654,0.00048800000001847366,[[ 1.29329894 -1.12086434]],-3.4401040684822775
0,0.5,25,0.42857142857142855,0.00045099999999820284,[[ 0.95999832 -0.48000336]],-3.127980830828002
0,0.5,25,0.2857142857142857,0.0004920000000083746,[[ 0.620734   -1.49130958]],1.4638864995495366
0,0.5,25,0.2653061224489796,0.0004710000000045511,[[ 1.40885878 -1.12564669]],-4.217334343014042
0,0.5,25,0.2653061224489796,0.0005320000000210712,[[ 1.08756828 -1.52072189]],-1.2237578231565733
0,0.5,25,0.2653061224489796,0.0005320000000210712,[[ 0.90098026 -1.62347256]],-0.004083572858085094
0,0.5,25,0.2653061224489796,0.0006440000000225155,[[ 1.42902925 -1.42843865]],-3.431449048750154
0,0.5,25,0.2755102040816326,0.0005039999999780775,[[ 0.85390417 -1.09674529]],-1.467475452533317
0,0.5,25,0.25510204081632654,0.0009239999999977044,[[ 0.91350408 -0.88107959]],-2.474007782075545
0,0.5,30,0.2857142857142857,0.0005229999999869506,[[ 0.8807876  -1.18149612]],-1.094680748234519
0,0.5,30,0.2857142857142857,0.0005130000000121981,[[ 1.11127173 -1.11079666]],-2.446232397211075
0,0.5,30,0.29591836734693877,0.0005150000000071486,[[ 0.72209998 -1.41988998]],0.5011010832940119
0,0.5,30,0.29591836734693877,0.0005209999999920001,[[ 1.17664267 -1.17570579]],-2.7680999641424604
0,0.5,30,0.3469387755102041,0.0005090000000222972,[[ 0.71481514 -1.07074442]],-0.8265693337802128
0,0.5,30,0.2755102040816326,0.0005049999999755528,[[ 1.19999754 -1.20000246]],-2.5999749613502026
0,0.5,30,0.29591836734693877,0.0005319999999642278,[[ 0.72684175 -1.63736106]],1.2057157827564897
0,0.5,30,0.29591836734693877,0.0005300000000261207,[[ 1.17626621 -1.17695291]],-2.6445189828390228
0,0.5,30,0.3163265306122449,0.0005070000000273467,[[ 1.10989654 -0.56587018]],-4.682117243489614
0,0.5,30,0.24489795918367346,0.000532999999961703,[[ 1.41924057 -0.77490337]],-5.551792724015741
0,0.5,30,0.2857142857142857,0.0005609999999478532,[[ 1.26040375 -0.54102054]],-5.372335469039221
0,0.5,30,0.29591836734693877,0.0005009999999856518,[[ 1.21201712 -1.11128944]],-3.0190449802203414
0,0.5,30,0.4387755102040816,0.0005909999999857973,[[1.13845880e-04 2.50389928e-05]],0.9992957192247914
0,0.5,30,0.32653061224489793,0.0004799999999818283,[[ 0.60560939 -1.454958  ]],1.452290574672011
0,0.5,30,0.336734693877551,0.00047399999999697684,[[ 1.34228011 -0.93959984]],-4.516767053833566
0,0.5,30,0.30612244897959184,0.0005090000000222972,[[ 0.90120312 -1.39340743]],-0.718968697123338
0,0.5,30,0.3163265306122449,0.0004969999999957508,[[ 0.71087582 -1.62334228]],1.1273174285466885
0,0.5,30,0.2857142857142857,0.0004890000000159489,[[ 1.44616288 -1.16410859]],-4.30105517787557
0,0.5,30,0.336734693877551,0.0005259999999793763,[[ 1.08086082 -0.54176232]],-4.021875382380307
0,0.5,30,0.29591836734693877,0.00047399999999697684,[[ 0.73029044 -1.13858916]],-0.3978388490484469
