,Training,Noise,Training Error,Testing Error,Time Count
0,80,20,0.1875,0.25,0.0007940000000132841
0,80,20,0.1875,0.4,0.0006339999999909196
0,80,20,0.21250000000000002,0.15000000000000002,0.0005899999999883221
0,80,25,0.25,0.25,0.0011039999999979955
0,80,25,0.19999999999999996,0.44999999999999996,0.0007819999999867377
0,80,25,0.23750000000000004,0.30000000000000004,0.0007420000000024629
0,80,25,0.22499999999999998,0.35,0.0006270000000085929
0,80,25,0.22499999999999998,0.35,0.0009739999999851534
0,80,25,0.23750000000000004,0.35,0.0009630000000129257
0,80,25,0.23750000000000004,0.44999999999999996,0.0007810000000176842
0,80,25,0.23750000000000004,0.4,0.0005580000000122709
0,80,25,0.21250000000000002,0.35,0.0009330000000034033
0,80,25,0.19999999999999996,0.4,0.0005869999999958964
0,80,25,0.26249999999999996,0.25,0.0006559999999922184
0,80,25,0.26249999999999996,0.19999999999999996,0.001386999999994032
0,80,25,0.275,0.050000000000000044,0.0007080000000030395
0,80,25,0.19999999999999996,0.44999999999999996,0.0004979999999932261
0,80,25,0.23750000000000004,0.25,0.0005920000000116943
0,80,25,0.275,0.15000000000000002,0.0008390000000133568
0,80,25,0.275,0.15000000000000002,0.0008980000000065047
0,80,25,0.23750000000000004,0.30000000000000004,0.0006470000000149412
0,80,25,0.26249999999999996,0.35,0.0005330000000185464
0,80,25,0.21250000000000002,0.4,0.0005519999999989977
0,80,25,0.26249999999999996,0.19999999999999996,0.0005019999999831271
0,80,25,0.26249999999999996,0.15000000000000002,0.00064899999998147
0,80,25,0.25,0.25,0.0005079999999964002
0,80,25,0.25,0.19999999999999996,0.0007299999999759166
0,80,25,0.23750000000000004,0.44999999999999996,0.0005449999999882493
0,80,25,0.275,0.19999999999999996,0.0005709999999794491
0,80,25,0.23750000000000004,0.35,0.0004889999999875272
0,80,25,0.23750000000000004,0.30000000000000004,0.0005179999999995744
0,80,25,0.22499999999999998,0.30000000000000004,0.000575999999995247
0,80,25,0.23750000000000004,0.35,0.00046699999998622843
0,80,30,0.26249999999999996,0.30000000000000004,0.0005700000000103955
0,80,30,0.26249999999999996,0.44999999999999996,0.0007219999999961146
0,80,30,0.275,0.35,0.000713999999987891
0,80,30,0.26249999999999996,0.44999999999999996,0.0006170000000054188
0,80,30,0.275,0.4,0.0006079999999997199
0,80,30,0.25,0.35,0.0008170000000120581
0,80,30,0.26249999999999996,0.5,0.0005810000000110449
0,80,30,0.25,0.4,0.0008169999999836364
0,80,30,0.22499999999999998,0.30000000000000004,0.0009509999999863794
0,80,30,0.26249999999999996,0.4,0.0006089999999971951
0,80,30,0.32499999999999996,0.15000000000000002,0.0005879999999933716
0,80,30,0.2875,0.25,0.0005899999999883221
0,80,30,0.26249999999999996,0.25,0.000621999999992795
0,80,30,0.25,0.5,0.0005350000000134969
0,80,30,0.26249999999999996,0.35,0.0005559999999888987
0,80,30,0.275,0.25,0.00047200000000202635
0,80,30,0.3125,0.30000000000000004,0.000575999999995247
0,80,30,0.275,0.4,0.0006429999999966185
0,80,30,0.30000000000000004,0.44999999999999996,0.000572000000005346
0,80,30,0.275,0.5,0.0005789999999876727
0,80,30,0.30000000000000004,0.44999999999999996,0.0008740000000102555
0,80,30,0.26249999999999996,0.30000000000000004,0.001151999999990494
0,80,30,0.30000000000000004,0.30000000000000004,0.0009919999999965512
0,80,30,0.275,0.25,0.0007150000000137879
0,80,30,0.25,0.4,0.0007500000000106866
0,80,30,0.3125,0.25,0.000853000000006432
0,80,30,0.2875,0.4,0.0009389999999882548
0,80,30,0.275,0.4,0.0006120000000180426
0,80,30,0.26249999999999996,0.35,0.0005609999999762749
0,80,30,0.2875,0.4,0.0006240000000161672
0,70,0,0.0,0.0,0.0005280000000027485
0,70,0,0.0,0.0,0.0004999999999881766
0,70,0,0.0,0.0,0.00044199999999250394
0,70,0,0.0,0.0,0.0005789999999876727
0,70,0,0.0,0.0,0.00048799999999005195
0,70,0,0.0,0.0,0.0004359999999792308
0,70,0,0.0,0.0,0.0005270000000052733
0,70,0,0.0,0.0,0.0004360000000076525
0,70,0,0.0,0.0,0.00047200000000202635
0,70,0,0.0,0.0,0.00037599999998860767
0,70,0,0.0,0.0,0.00048599999999510146
0,70,0,0.0,0.0,0.0006920000000150139
0,70,0,0.0,0.0,0.00046700000001465014
0,70,0,0.0,0.0,0.00042600000000447835
0,70,0,0.0,0.0,0.00038000000000693035
0,70,0,0.0,0.0,0.00037800000001197986
0,70,0,0.0,0.0,0.00036900000000628097
0,70,0,0.0,0.0,0.00034599999997908526
0,70,0,0.0,0.09999999999999998,0.00039899999998738167
0,70,0,0.0,0.0,0.00033899999999675856
0,70,0,0.0,0.0,0.0004199999999912052
0,70,0,0.0,0.0,0.0005370000000084474
0,70,0,0.0,0.0,0.0004540000000190503
0,70,0,0.0,0.0,0.00047399999999697684
0,70,0,0.0,0.0,0.0003970000000208529
0,70,0,0.0,0.0,0.00045099999999820284
0,70,0,0.0,0.0,0.000526000000007798
0,70,0,0.0,0.0,0.0007739999999785141
0,70,0,0.0,0.0,0.00044399999998745443
0,70,0,0.0,0.0,0.00041899999999372994
0,70,5,0.05714285714285716,0.033333333333333326,0.0007089999999720931
0,70,5,0.02857142857142858,0.09999999999999998,0.000506999999998925
0,70,5,0.05714285714285716,0.033333333333333326,0.0005649999999945976
0,70,5,0.042857142857142816,0.06666666666666665,0.0004590000000064265
0,70,5,0.02857142857142858,0.09999999999999998,0.0004160000000013042
0,70,5,0.05714285714285716,0.033333333333333326,0.00044700000000830187
0,70,5,0.05714285714285716,0.033333333333333326,0.0007009999999922911
0,70,5,0.014285714285714235,0.1333333333333333,0.0003900000000101045
0,70,5,0.05714285714285716,0.033333333333333326,0.0003790000000094551
0,70,5,0.014285714285714235,0.1333333333333333,0.0004959999999982756
0,70,5,0.042857142857142816,0.06666666666666665,0.0005620000000021719
0,70,5,0.0714285714285714,0.0,0.0006060000000047694
0,70,5,0.0714285714285714,0.0,0.00045799999998052954
0,70,5,0.042857142857142816,0.06666666666666665,0.0005229999999869506
0,70,5,0.05714285714285716,0.033333333333333326,0.00043700000000512773
0,70,5,0.05714285714285716,0.09999999999999998,0.00047900000001277476
0,70,5,0.05714285714285716,0.033333333333333326,0.0004919999999799529
0,70,5,0.0714285714285714,0.0,0.0005530000000248947
0,70,5,0.042857142857142816,0.16666666666666663,0.00042799999999942884
0,70,5,0.042857142857142816,0.06666666666666665,0.0005659999999920728
0,70,5,0.05714285714285716,0.033333333333333326,0.0004900000000134241
0,70,5,0.05714285714285716,0.033333333333333326,0.00048000000001025
0,70,5,0.042857142857142816,0.06666666666666665,0.0004480000000057771
0,70,5,0.02857142857142858,0.09999999999999998,0.0004500000000007276
0,70,5,0.042857142857142816,0.06666666666666665,0.0004409999999950287
0,70,5,0.05714285714285716,0.1333333333333333,0.0005380000000059226
0,70,5,0.05714285714285716,0.033333333333333326,0.0005580000000122709
0,70,5,0.02857142857142858,0.09999999999999998,0.00038900000001262924
0,70,5,0.0714285714285714,0.09999999999999998,0.00039599999999495594
0,70,5,0.05714285714285716,0.033333333333333326,0.0004540000000190503
0,70,10,0.11428571428571432,0.06666666666666665,0.00042600000000447835
0,70,10,0.09999999999999998,0.09999999999999998,0.00042400000000952787
0,70,10,0.09999999999999998,0.09999999999999998,0.0005240000000128475
0,70,10,0.0714285714285714,0.16666666666666663,0.0004460000000108266
0,70,10,0.05714285714285716,0.3666666666666667,0.0005889999999908468
0,70,10,0.11428571428571432,0.16666666666666663,0.00046499999999127795
0,70,10,0.11428571428571432,0.06666666666666665,0.00047000000000707587
0,70,10,0.042857142857142816,0.23333333333333328,0.0006049999999788724
0,70,10,0.11428571428571432,0.06666666666666665,0.0006990000000257623
0,70,10,0.05714285714285716,0.16666666666666663,0.0004899999999850024
0,70,10,0.0714285714285714,0.16666666666666663,0.0006829999999808933
0,70,10,0.12857142857142856,0.033333333333333326,0.00046499999999127795
0,70,10,0.12857142857142856,0.033333333333333326,0.00038899999998420753
0,70,10,0.09999999999999998,0.09999999999999998,0.0003699999999753345
0,70,10,0.09999999999999998,0.09999999999999998,0.0004360000000076525
0,70,10,0.11428571428571432,0.1333333333333333,0.0004059999999981301
0,70,10,0.11428571428571432,0.06666666666666665,0.00043099999999185457
0,70,10,0.11428571428571432,0.09999999999999998,0.0003949999999974807
0,70,10,0.11428571428571432,0.16666666666666663,0.0003749999999911324
0,70,10,0.08571428571428574,0.1333333333333333,0.0003719999999987067
0,70,10,0.11428571428571432,0.06666666666666665,0.0003770000000145046
0,70,10,0.11428571428571432,0.06666666666666665,0.0003739999999936572
0,70,10,0.08571428571428574,0.1333333333333333,0.0003760000000170294
0,70,10,0.0714285714285714,0.16666666666666663,0.00037100000000123146
0,70,10,0.09999999999999998,0.1333333333333333,0.0006390000000067175
0,70,10,0.12857142857142856,0.1333333333333333,0.00042799999999942884
0,70,10,0.09999999999999998,0.09999999999999998,0.0007200000000011642
0,70,10,0.08571428571428574,0.1333333333333333,0.0005280000000027485
0,70,10,0.11428571428571432,0.16666666666666663,0.00043700000000512773
0,70,10,0.12857142857142856,0.033333333333333326,0.00047899999998435305
0,70,15,0.15714285714285714,0.1333333333333333,0.0004270000000019536
0,70,15,0.15714285714285714,0.1333333333333333,0.0005250000000103228
0,70,15,0.15714285714285714,0.1333333333333333,0.0004780000000152995
0,70,15,0.12857142857142856,0.19999999999999996,0.0004020000000082291
0,70,15,0.08571428571428574,0.4666666666666667,0.0003879999999867323
0,70,15,0.1428571428571429,0.19999999999999996,0.00047600000002034903
0,70,15,0.15714285714285714,0.1333333333333333,0.0004999999999881766
0,70,15,0.09999999999999998,0.2666666666666667,0.00044399999998745443
0,70,15,0.15714285714285714,0.1333333333333333,0.0006270000000085929
0,70,15,0.08571428571428574,0.19999999999999996,0.0004179999999962547
0,70,15,0.12857142857142856,0.16666666666666663,0.00041199999998298154
0,70,15,0.17142857142857137,0.09999999999999998,0.0006020000000148684
0,70,15,0.18571428571428572,0.06666666666666665,0.0004639999999938027
0,70,15,0.15714285714285714,0.16666666666666663,0.0005290000000002237
0,70,15,0.1428571428571429,0.16666666666666663,0.0004569999999830543
0,70,15,0.17142857142857137,0.16666666666666663,0.00042799999999942884
0,70,15,0.17142857142857137,0.09999999999999998,0.00046299999999632746
0,70,15,0.15714285714285714,0.16666666666666663,0.0004680000000121254
0,70,15,0.18571428571428572,0.16666666666666663,0.00047699999998940257
0,70,15,0.12857142857142856,0.19999999999999996,0.0006840000000067903
0,70,15,0.18571428571428572,0.06666666666666665,0.00048599999999510146
0,70,15,0.18571428571428572,0.06666666666666665,0.0004160000000013042
0,70,15,0.09999999999999998,0.2666666666666667,0.0004500000000007276
0,70,15,0.12857142857142856,0.19999999999999996,0.0005390000000033979
0,70,15,0.1428571428571429,0.19999999999999996,0.000729000000006863
0,70,15,0.17142857142857137,0.1333333333333333,0.0006750000000010914
0,70,15,0.1428571428571429,0.16666666666666663,0.0005179999999995744
0,70,15,0.12857142857142856,0.19999999999999996,0.0005129999999837764
0,70,15,0.18571428571428572,0.16666666666666663,0.0005629999999996471
0,70,15,0.18571428571428572,0.06666666666666665,0.0006800000000168893
0,70,20,0.19999999999999996,0.19999999999999996,0.0005079999999964002
0,70,20,0.19999999999999996,0.19999999999999996,0.0009759999999801039
0,70,20,0.2142857142857143,0.16666666666666663,0.0004849999999976262
0,70,20,0.17142857142857137,0.2666666666666667,0.0005740000000002965
0,70,20,0.1428571428571429,0.4666666666666667,0.0007219999999961146
0,70,20,0.1428571428571429,0.19999999999999996,0.0004869999999925767
0,70,20,0.18571428571428572,0.23333333333333328,0.0005050000000039745
0,70,20,0.1428571428571429,0.33333333333333337,0.0008090000000038344
0,70,20,0.2142857142857143,0.16666666666666663,0.0006249999999852207
0,70,20,0.1428571428571429,0.23333333333333328,0.0006129999999870961
0,70,20,0.18571428571428572,0.19999999999999996,0.00044400000001587614
0,70,20,0.2142857142857143,0.2666666666666667,0.000484000000000151
0,70,20,0.2571428571428571,0.1333333333333333,0.000755999999995538
0,70,20,0.2142857142857143,0.19999999999999996,0.0009770000000060008
0,70,20,0.2142857142857143,0.16666666666666663,0.0004950000000008004
0,70,20,0.2142857142857143,0.16666666666666663,0.0005610000000046966
0,70,20,0.22857142857142854,0.1333333333333333,0.00045399999999062857
0,70,20,0.18571428571428572,0.2666666666666667,0.0005979999999965457
0,70,20,0.2571428571428571,0.16666666666666663,0.000484000000000151
0,70,20,0.18571428571428572,0.23333333333333328,0.0005590000000097461
0,70,20,0.24285714285714288,0.09999999999999998,0.0006060000000047694
0,70,20,0.2142857142857143,0.16666666666666663,0.0007730000000094606
0,70,20,0.15714285714285714,0.30000000000000004,0.0004040000000031796
0,70,20,0.18571428571428572,0.23333333333333328,0.000457000000011476
0,70,20,0.17142857142857137,0.30000000000000004,0.0004869999999925767
0,70,20,0.2142857142857143,0.19999999999999996,0.0005480000000090968
0,70,20,0.19999999999999996,0.1333333333333333,0.0006860000000017408
0,70,20,0.15714285714285714,0.30000000000000004,0.0004869999999925767
0,70,20,0.2142857142857143,0.23333333333333328,0.0004759999999919273
0,70,20,0.22857142857142854,0.1333333333333333,0.0005769999999927222
0,70,25,0.24285714285714288,0.2666666666666667,0.0005329999999901247
0,70,25,0.22857142857142854,0.30000000000000004,0.0007650000000012369
0,70,25,0.22857142857142854,0.30000000000000004,0.0004429999999899792
0,70,25,0.22857142857142854,0.30000000000000004,0.00046700000001465014
0,70,25,0.19999999999999996,0.5,0.0004639999999938027
0,70,25,0.18571428571428572,0.2666666666666667,0.00048599999999510146
0,70,25,0.22857142857142854,0.33333333333333337,0.000457000000011476
0,70,25,0.18571428571428572,0.4,0.0004619999999988522
0,70,25,0.27142857142857146,0.2666666666666667,0.0004869999999925767
0,70,25,0.15714285714285714,0.3666666666666667,0.0004199999999912052
0,70,25,0.22857142857142854,0.2666666666666667,0.0004979999999932261
0,70,25,0.27142857142857146,0.30000000000000004,0.0004759999999919273
0,70,25,0.27142857142857146,0.19999999999999996,0.0004889999999875272
0,70,25,0.22857142857142854,0.3666666666666667,0.0004229999999836309
0,70,25,0.27142857142857146,0.30000000000000004,0.00043499999998175554
0,70,25,0.24285714285714288,0.19999999999999996,0.0008489999999881093
0,70,25,0.2571428571428571,0.23333333333333328,0.000434000000012702
0,70,25,0.22857142857142854,0.3666666666666667,0.00042399999998110616
0,70,25,0.30000000000000004,0.23333333333333328,0.0004199999999912052
0,70,25,0.2142857142857143,0.33333333333333337,0.0005290000000002237
0,70,25,0.27142857142857146,0.2666666666666667,0.0005610000000046966
0,70,25,0.27142857142857146,0.23333333333333328,0.0004390000000000782
0,70,25,0.18571428571428572,0.43333333333333335,0.0004359999999792308
0,70,25,0.22857142857142854,0.33333333333333337,0.0005209999999920001
0,70,25,0.2142857142857143,0.3666666666666667,0.0003969999999924312
0,70,25,0.2857142857142857,0.23333333333333328,0.0004360000000076525
0,70,25,0.22857142857142854,0.23333333333333328,0.00043499999998175554
0,70,25,0.18571428571428572,0.3666666666666667,0.00041500000000382897
0,70,25,0.24285714285714288,0.33333333333333337,0.0004780000000152995
0,70,25,0.30000000000000004,0.1333333333333333,0.0004310000000202763
0,70,30,0.30000000000000004,0.2666666666666667,0.0004869999999925767
0,70,30,0.2857142857142857,0.33333333333333337,0.00046700000001465014
0,70,30,0.2857142857142857,0.33333333333333337,0.00048000000001025
0,70,30,0.27142857142857146,0.33333333333333337,0.0007650000000012369
0,70,30,0.2571428571428571,0.4666666666666667,0.0004450000000133514
0,70,30,0.19999999999999996,0.33333333333333337,0.0005789999999876727
0,70,30,0.24285714285714288,0.4,0.0008290000000101827
0,70,30,0.24285714285714288,0.43333333333333335,0.0004660000000171749
0,70,30,0.2857142857142857,0.3666666666666667,0.0005230000000153723
0,70,30,0.22857142857142854,0.3666666666666667,0.0004930000000058499
0,70,30,0.30000000000000004,0.2666666666666667,0.0004869999999925767
0,70,30,0.2857142857142857,0.19999999999999996,0.0005120000000147229
0,70,30,0.27142857142857146,0.30000000000000004,0.00045099999999820284
0,70,30,0.2571428571428571,0.4,0.00048100000000772525
0,70,30,0.30000000000000004,0.43333333333333335,0.0005209999999920001
0,70,30,0.22857142857142854,0.23333333333333328,0.000552999999996473
0,70,30,0.2857142857142857,0.43333333333333335,0.0005340000000160217
0,70,30,0.27142857142857146,0.5666666666666667,0.0008540000000039072
0,70,30,0.3285714285714286,0.3666666666666667,0.000732999999996764
0,70,30,0.2857142857142857,0.33333333333333337,0.0005199999999945248
0,70,30,0.3142857142857143,0.2666666666666667,0.0008130000000221571
0,70,30,0.30000000000000004,0.33333333333333337,0.0004390000000000782
0,70,30,0.2142857142857143,0.4666666666666667,0.0005190000000254713
0,70,30,0.24285714285714288,0.4,0.00045099999999820284
0,70,30,0.22857142857142854,0.33333333333333337,0.0004900000000134241
0,70,30,0.3285714285714286,0.30000000000000004,0.0007459999999923639
0,70,30,0.2857142857142857,0.2666666666666667,0.0004690000000096006
0,70,30,0.2142857142857143,0.4666666666666667,0.0005050000000039745
0,70,30,0.27142857142857146,0.33333333333333337,0.0004429999999899792
0,70,30,0.3142857142857143,0.23333333333333328,0.0005690000000129203
0,60,0,0.0,0.0,0.00034999999999740794
0,60,0,0.0,0.0,0.00039599999999495594
0,60,0,0.0,0.0,0.0005280000000027485
0,60,0,0.0,0.0,0.0003530000000182554
0,60,0,0.0,0.0,0.0005670000000179698
0,60,0,0.0,0.0,0.0003629999999930078
0,60,0,0.0,0.0,0.0003900000000101045
0,60,0,0.0,0.0,0.00033399999998096064
0,60,0,0.0,0.0,0.0003860000000202035
0,60,0,0.0,0.0,0.0003329999999834854
0,60,0,0.0,0.0,0.00042600000000447835
0,60,0,0.0,0.0,0.00034800000000245745
0,60,0,0.0,0.0,0.0004480000000057771
0,60,0,0.0,0.0,0.0004069999999956053
0,60,0,0.0,0.0,0.00036600000001385524
0,60,0,0.0,0.0,0.00043700000000512773
0,60,0,0.0,0.0,0.0003609999999980573
0,60,0,0.0,0.0,0.00039799999998990643
0,60,0,0.0,0.07499999999999996,0.0003440000000125565
0,60,0,0.0,0.0,0.0003279999999961092
0,60,0,0.0,0.0,0.0003170000000238815
0,60,0,0.0,0.0,0.00040799999999308056
0,60,0,0.0,0.0,0.0003189999999904103
0,60,0,0.0,0.0,0.0003789999999810334
0,60,0,0.0,0.0,0.0003370000000018081
0,60,0,0.0,0.0,0.00039599999999495594
0,60,0,0.0,0.0,0.0003860000000202035
0,60,0,0.0,0.0,0.00033199999998601015
0,60,0,0.0,0.0,0.0004459999999824049
0,60,0,0.0,0.0,0.000503000000009024
0,60,5,0.06666666666666665,0.025000000000000022,0.00042799999999942884
0,60,5,0.033333333333333326,0.07499999999999996,0.00034800000000245745
