,Training,Noise,Training Error,Testing Error ,Time Count,Weight,Bias,Objective Function
0,80,25,0.2625,0.15,0.0061900000000036925,[[ 1.95198272 -0.74008189]],-8.148275369985926,2.178978881135264
0,80,25,0.3,0.2,0.009276999999997315,[[ 1.0589913  -1.51156983]],-1.270410834538389,1.7031529623670494
0,80,25,0.2375,0.3,0.0036169999999629,[[ 1.60063531 -1.25135813]],-4.625304766151762,2.063965292629864
0,80,25,0.2375,0.3,0.005694000000005417,[[ 1.1478019 -1.4579569]],-1.8215962834521302,1.721543763161644
0,80,25,0.2875,0.1,0.010182999999983622,[[ 1.2483366  -1.23921672]],-2.906073924024381,1.547001168010499
0,80,25,0.2125,0.35,0.004182000000014341,[[ 1.41091657 -1.62248109]],-2.5184357521099963,2.311565229229945
0,80,25,0.225,0.35,0.0036690000000021428,[[ 1.33666634 -1.33914115]],-3.1421168823694434,1.7899879632961742
0,80,25,0.275,0.15,0.014797999999984768,[[ 1.35476724 -1.1125679 ]],-3.779242409055685,1.536600805521989
0,80,25,0.2625,0.25,0.004764999999963493,[[ 1.13147264 -1.370276  ]],-1.861318803554628,1.5789433237045767
0,80,25,0.275,0.25,0.008040999999991527,[[ 0.98082345 -1.39562265]],-1.1260377519237452,1.4548886027228751
0,80,25,0.2375,0.3,0.002621999999973923,[[ 1.52109497 -1.00071491]],-4.950063480067237,1.6575801175575584
0,80,25,0.2625,0.2,0.006320000000016535,[[ 1.190725   -1.44280307]],-2.0516468796169587,1.7497533625457797
0,80,25,0.25,0.2,0.00261000000000422,[[ 0.87194217 -1.89466771]],1.2364964870362904,2.1750244337691433
0,80,25,0.2625,0.2,0.00426700000002711,[[ 1.16589135 -1.19236784]],-2.6560045310048297,1.390521850504289
0,80,25,0.2875,0.25,0.005312000000003536,[[ 1.00490791 -1.51618672]],-0.8875713929680079,1.6543310364947643
0,80,25,0.2875,0.15,0.005374000000017531,[[ 0.9422024  -1.54646361]],-0.5474130772113309,1.6396475211331514
0,80,25,0.225,0.3,0.012720999999999094,[[ 0.99755211 -1.58485152]],-0.640318753085019,1.7534322713605386
0,80,25,0.275,0.2,0.009004000000004453,[[ 1.14090002 -1.41129539]],-1.8720549102036472,1.64670377454289
0,80,25,0.275,0.15,0.004017000000033022,[[ 1.1690115 -1.2255112]],-2.563627321698176,1.4342327965017676
0,80,25,0.275,0.2,0.003018999999994776,[[ 1.05662035 -1.29958501]],-1.6561945341441702,1.4026838767916718
0,80,30,0.2875,0.35,0.0036590000000273903,[[ 1.79965912 -0.65829299]],-7.660259984839499,1.8360613014638225
0,80,30,0.35,0.25,0.005841999999972813,[[ 0.93906299 -1.45709472]],-0.7819489703260251,1.5024821576728415
0,80,30,0.275,0.4,0.004735999999979867,[[ 1.30383354 -1.13263226]],-3.455661196113271,1.491418867778593
0,80,30,0.2625,0.4,0.00649199999998018,[[ 1.04018164 -1.47116806]],-1.1868582407241621,1.6231566438170133
0,80,30,0.3375,0.15,0.0038799999999810098,[[ 1.212183   -0.87886543]],-3.8276599718232873,1.1208960389657823
0,80,30,0.25,0.5,0.017319999999983793,[[ 1.27044577 -1.39753141]],-2.5553763443959263,1.7835632585924026
0,80,30,0.3,0.35,0.003544999999974152,[[ 1.31963006 -1.01185033]],-4.193345449882025,1.3826322899002592
0,80,30,0.3375,0.15,0.008800000000007913,[[ 1.23897717 -1.04845389]],-3.409182212446528,1.3171599931076525
0,80,30,0.2875,0.3,0.011862999999948443,[[ 0.93362556 -1.40145717]],-0.6345484522100148,1.417869433055379
0,80,30,0.3375,0.25,0.008312999999986914,[[ 0.88460051 -0.9898309 ]],-2.0289136853461307,0.8811416375669606
0,80,30,0.275,0.4,0.002484999999978754,[[ 1.45764229 -0.93717806]],-4.873632237189366,1.5015118789441921
0,80,30,0.325,0.2,0.005075999999974101,[[ 1.21237165 -0.97637029]],-3.640757303720767,1.2115719770824622
0,80,30,0.3,0.25,0.0048889999999914835,[[ 0.7954628  -1.62612185]],0.8729618027157086,1.6385166685710617
0,80,30,0.3,0.3,0.004305000000044856,[[ 1.10695651 -1.10161987]],-2.5700416031935025,1.2194595243890662
0,80,30,0.3125,0.35,0.009915999999975611,[[ 0.92086418 -1.48409871]],-0.4993063562859055,1.525269910622489
0,80,30,0.3375,0.2,0.006641999999999371,[[ 0.93129189 -1.31290162]],-1.1658106695421895,1.2955076185642158
0,80,30,0.2875,0.25,0.029460999999969317,[[ 0.92168978 -1.58949341]],-0.19442326981492666,1.6880006772787948
0,80,30,0.3125,0.25,0.009437999999988733,[[ 1.17084838 -1.08890226]],-3.012767432548755,1.2782970327987364
0,80,30,0.3375,0.15,0.004470000000026175,[[ 1.09210229 -1.12860211]],-2.391398538204873,1.2332150687479446
0,80,30,0.3,0.25,0.002518000000009124,[[ 0.84856102 -1.28508668]],-0.45437104104988413,1.1857517855256465
0,70,0,0.014285714285714285,0.03333333333333333,0.0007909999999924366,[[ 2.92621469 -3.41369597]],-5.1465662893560475,10.108026309344726
0,70,0,0.02857142857142857,0.0,0.0006999999999948159,[[ 2.7106667 -3.0500096]],-4.862658765620546,8.325136258542349
0,70,0,0.014285714285714285,0.0,0.00057499999996935,[[ 5.00051965 -4.16466807]],-13.50813598583546,21.174828474412983
0,70,0,0.014285714285714285,0.03333333333333333,0.000684000000035212,[[ 2.50238657 -3.738149  ]],-1.7991388315781922,10.117848225008593
0,70,0,0.014285714285714285,0.03333333333333333,0.0006879999999682695,[[ 3.32618147 -3.79510555]],-6.054692820151137,12.733154647449455
0,70,0,0.014285714285714285,0.0,0.000772000000040407,[[ 3.5713286  -3.92956013]],-7.068231988898302,14.09791538269087
0,70,0,0.0,0.03333333333333333,0.0003740000000220789,[[ 6.28421809 -5.14206048]],-17.45190877547524,32.96609151844556
0,70,0,0.014285714285714285,0.0,0.009150000000033742,[[ 3.99806659 -3.99633007]],-9.001523844234308,15.977595263318378
0,70,0,0.014285714285714285,0.0,0.0005950000000325417,[[ 5.36284348 -4.38728714]],-15.042771928016409,24.004189323063542
0,70,0,0.0,0.06666666666666667,0.0004289999999969041,[[ 3.68383562 -4.21003067]],-6.788964227025051,15.647501595991022
0,70,0,0.02857142857142857,0.0,0.0044060000000172295,[[ 2.84877019 -3.55581742]],-4.290868739572888,10.379664573582632
0,70,0,0.014285714285714285,0.0,0.0009749999999826287,[[ 6.2517154  -5.00138623]],-17.629701953272036,32.048904829137044
0,70,0,0.014285714285714285,0.0,0.00047399999999697684,[[ 6.31520104 -5.26182921]],-17.316058747342296,33.78430539990354
0,70,0,0.02857142857142857,0.0,0.0011920000000031905,[[ 2.85620965 -2.85504804]],-6.147937417945631,8.15461643968051
0,70,0,0.0,0.03333333333333333,0.0003879999999867323,[[ 5.00002861 -4.99949765]],-11.001744931081104,24.99763139340423
0,70,0,0.014285714285714285,0.03333333333333333,0.0006149999999820466,[[ 2.774023   -3.87421796]],-2.969375966566259,11.352384186194975
0,70,0,0.0,0.06666666666666667,0.00040099999995391045,[[ 4.9994903  -4.99995909]],-10.997430664714825,24.997247067407194
0,70,0,0.014285714285714285,0.0,0.004642999999987296,[[ 3.32722985 -3.33124806]],-7.638401638652578,11.083836073707777
0,70,0,0.0,0.03333333333333333,0.0003929999999741085,[[ 6.31479089 -5.26177939]],-17.314719500298352,33.78145315767071
0,70,0,0.0,0.03333333333333333,0.0004089999999905558,[[ 6.31842007 -5.2653483 ]],-17.32300500299017,33.823162436579565
0,70,5,0.07142857142857142,0.0,0.0013560000000438777,[[ 2.20553739 -2.22361082]],-4.916530318412006,4.904420136665221
0,70,5,0.08571428571428572,0.0,0.002262999999970816,[[ 2.07700333 -2.47999439]],-3.39629183076133,5.2321575146620285
0,70,5,0.014285714285714285,0.13333333333333333,0.0006129999999870961,[[ 5.00051965 -4.16466807]],-13.50813598583546,21.174828474412983
0,70,5,0.02857142857142857,0.13333333333333333,0.0005689999999844986,[[ 3.33368049 -5.00265265]],-1.9934940048173153,18.06997957564136
0,70,5,0.05714285714285714,0.06666666666666667,0.0013019999999528409,[[ 2.8493481  -3.32485061]],-4.986805244534429,9.586708087583077
0,70,5,0.05714285714285714,0.06666666666666667,0.0011010000000055697,[[ 2.01027651 -2.99777456]],-1.6582869746856255,6.5139319980269725
0,70,5,0.05714285714285714,0.06666666666666667,0.0011349999999765714,[[ 2.2196214  -2.95859888]],-2.7807007560968113,6.8400132563653955
0,70,5,0.05714285714285714,0.06666666666666667,0.0010509999999612774,[[ 2.69158395 -2.95945568]],-5.088782955706208,8.001501052671122
0,70,5,0.04285714285714286,0.06666666666666667,0.001007999999956155,[[ 2.84504403 -2.84798271]],-6.678903871456233,8.102640508737702
0,70,5,0.02857142857142857,0.1,0.000945000000001528,[[ 3.32172019 -3.32884622]],-7.616151949081896,11.057521099241463
0,70,5,0.05714285714285714,0.06666666666666667,0.0014830000000074506,[[ 2.49207064 -2.79999392]],-4.5609763513847605,7.0251910271153
0,70,5,0.05714285714285714,0.06666666666666667,0.0022639999999682914,[[ 2.29730669 -2.63044374]],-4.1368827843621085,6.098426152436474
0,70,5,0.07142857142857142,0.03333333333333333,0.001362999999969361,[[ 2.49828971 -2.50308457]],-5.479556847403001,6.253441895354696
0,70,5,0.05714285714285714,0.03333333333333333,0.0018380000000206564,[[ 2.18206949 -1.62787995]],-6.655331979235332,3.705710193031826
0,70,5,0.04285714285714286,0.1,0.0007480000000441578,[[ 2.4947405  -3.50019011]],-2.472186064763458,9.237530493813946
0,70,5,0.05714285714285714,0.06666666666666667,0.0012250000000335604,[[ 2.42584308 -2.92344646]],-4.1096049028939285,7.215626914704638
0,70,5,0.05714285714285714,0.1,0.0011920000000031905,[[ 1.42527099 -2.85241966]],1.0041757319653424,5.083847656551134
0,70,5,0.04285714285714286,0.06666666666666667,0.0013650000000211548,[[ 3.05352916 -1.94435341]],-10.265272567480705,6.55227523903868
0,70,5,0.05714285714285714,0.03333333333333333,0.0017899999999713145,[[ 1.97997217 -2.22347978]],-3.8359460357321082,4.432076051816827
0,70,5,0.05714285714285714,0.06666666666666667,0.001837999999963813,[[ 2.48649513 -2.99540296]],-4.19118439465752,7.5775484591972955
0,70,10,0.14285714285714285,0.0,0.003031000000021322,[[ 1.89927458 -1.61839716]],-5.261299860188044,3.11322665565483
0,70,10,0.14285714285714285,0.03333333333333333,0.004142000000001644,[[ 1.4717779 -1.962659 ]],-1.7930536064748768,3.009080273429308
0,70,10,0.08571428571428572,0.13333333333333333,0.006868999999994685,[[ 2.23225399 -2.21695526]],-5.064953487115515,4.948924248112641
0,70,10,0.11428571428571428,0.13333333333333333,0.008936000000005606,[[ 1.43138177 -2.66541478]],0.3694747426941172,4.576644857412046
0,70,10,0.1,0.1,0.0029099999999857573,[[ 2.1974552 -2.21082  ]],-4.911781843844486,4.858267195100814
0,70,10,0.1,0.1,0.00281200000000581,[[ 1.72832758 -2.03954014]],-3.1531861417590488,3.573420115220704
0,70,10,0.08571428571428572,0.13333333333333333,0.0018180000000143082,[[ 1.79827879 -2.04356683]],-3.4809293267069457,3.7049859886328758
0,70,10,0.11428571428571428,0.06666666666666667,0.0018460000000004584,[[ 2.04655236 -1.63201638]],-5.937216434121826,3.4259270244558877
0,70,10,0.11428571428571428,0.1,0.00385399999998981,[[ 1.63126239 -2.15887242]],-2.151505140340397,3.6608735563754418
0,70,10,0.08571428571428572,0.13333333333333333,0.0021719999999731954,[[ 2.2243703  -2.23090303]],-4.984698457761843,4.962375799199988
0,70,10,0.11428571428571428,0.1,0.0024359999999887805,[[ 1.98264717 -2.19750372]],-3.707272320883298,4.379956206769751
0,70,10,0.08571428571428572,0.16666666666666666,0.001579000000049291,[[ 1.66088871 -2.49888214]],-1.4721801826366163,4.501481615016717
0,70,10,0.11428571428571428,0.06666666666666667,0.0018479999999954089,[[ 2.16367132 -1.63668317]],-6.52395551123391,3.6801026834313015
0,70,10,0.1,0.1,0.0017560000000003129,[[ 1.82152544 -1.64204596]],-4.823382359032093,3.0071349431547416
0,70,10,0.1,0.1,0.00370599999996557,[[ 1.81518687 -1.80810106]],-4.290703795141292,3.2820664189607776
0,70,10,0.11428571428571428,0.06666666666666667,0.008603999999991174,[[ 1.83201935 -1.81960787]],-4.346877167996323,3.333633851714187
0,70,10,0.11428571428571428,0.1,0.0031709999999520733,[[ 1.30202607 -1.93398801]],-1.0681775283502193,2.717790751964975
0,70,10,0.1,0.13333333333333333,0.0012750000000210093,[[ 2.50160984 -1.43455615]],-8.952698407225633,4.1580015591973725
0,70,10,0.11428571428571428,0.1,0.0029109999999832326,[[ 1.61336596 -2.08155961]],-2.2805301700451905,3.467920050325713
0,70,10,0.1,0.13333333333333333,0.0025899999999978718,[[ 2.07556137 -1.38194003]],-7.095671930566392,3.1088566094801307
0,70,15,0.21428571428571427,0.03333333333333333,0.004303000000049906,[[ 1.11385687 -1.57366585]],-1.186312067867969,1.8585506668018954
0,70,15,0.18571428571428572,0.1,0.00597099999998818,[[ 1.27542033 -1.62418694]],-1.9120147976252582,2.132340112949982
0,70,15,0.15714285714285714,0.16666666666666666,0.0020529999999894244,[[ 1.51759118 -1.81890978]],-2.407723960871526,2.805757875456541
0,70,15,0.15714285714285714,0.16666666666666666,0.0038059999999973115,[[ 1.52686364 -1.55465707]],-3.6581615845755553,2.37413559519484
0,70,15,0.17142857142857143,0.13333333333333333,0.003684000000021115,[[ 1.26964494 -1.62170377]],-1.8917844131937072,2.1209606973304123
0,70,15,0.15714285714285714,0.16666666666666666,0.004607999999961976,[[ 1.50752852 -1.78487709]],-2.608271287682595,2.7292142349273996
0,70,15,0.14285714285714285,0.2,0.0036989999999832435,[[ 1.53847964 -1.54449055]],-3.75279351939677,2.3761853294502897
0,70,15,0.18571428571428572,0.1,0.006227000000023963,[[ 1.46898534 -1.59073889]],-2.9317496180044302,2.3441840682568125
0,70,15,0.17142857142857143,0.13333333333333333,0.003287000000000262,[[ 1.37833074 -1.65689318]],-2.2540961660501817,2.3225453195322348
0,70,15,0.17142857142857143,0.2,0.0022030000000086147,[[ 1.1802409  -2.06278008]],-0.21651386035156697,2.8240151165746425
0,70,15,0.17142857142857143,0.13333333333333333,0.0023989999999685097,[[ 1.30131371 -1.73776864]],-1.5896593096166043,2.356628618145736
0,70,15,0.12857142857142856,0.16666666666666666,0.0013329999999882602,[[ 1.52940568 -1.73712257]],-3.121284517223497,2.6783382851938726
0,70,15,0.18571428571428572,0.1,0.0024090000000001055,[[ 1.83861143 -1.74425715]],-4.258809554190375,3.2114624914253262
0,70,15,0.15714285714285714,0.13333333333333333,0.0029860000000212494,[[ 1.42848263 -1.42893592]],-3.28504079895013,2.04121024327232
0,70,15,0.15714285714285714,0.16666666666666666,0.003558999999995649,[[ 1.51832722 -1.67212147]],-3.2469038427473187,2.5506538659587275
0,70,15,0.17142857142857143,0.1,0.003019999999992251,[[ 1.88325368 -1.25527752]],-6.473087022557466,2.561183042824212
0,70,15,0.12857142857142856,0.23333333333333334,0.005039000000010674,[[ 1.22556008 -1.89680307]],-0.7719234153531925,2.549929703199569
0,70,15,0.15714285714285714,0.16666666666666666,0.002270999999950618,[[ 2.06547308 -1.28490901]],-7.141864397317731,2.9585850960966282
0,70,15,0.17142857142857143,0.13333333333333333,0.00269199999996772,[[ 1.3671022  -1.69863395]],-2.026101194345433,2.3771628653375427
0,70,15,0.14285714285714285,0.1,0.0025899999999978718,[[ 1.5882522  -1.31183129]],-4.677009631640154,2.1217231907468004
0,70,20,0.2571428571428571,0.06666666666666667,0.005295000000046457,[[ 1.15480039 -1.4027151 ]],-1.9719138721528058,1.6505867899729936
0,70,20,0.22857142857142856,0.16666666666666666,0.006169999999997344,[[ 1.19523375 -1.59705076]],-1.5424861361320323,1.9895774244392745
