,Training,Noise,Training Error,Testing Error,Time Count,Objective Function,Number of SV,Features
0,80,0,0.43137254901960786,0.46153846153846156,0.23467199999999977,169.4338684080582,188,2
0,70,0,0.4189944134078212,0.4155844155844156,0.15283200000000008,163.05368694012355,168,2
0,60,0,0.4444444444444444,0.46601941747572817,0.1188709999999995,145.9177633506365,142,2
0,50,0,0.4921875,0.421875,0.1208499999999999,128.98849406244796,123,2
0,80,0,0.3137254901960784,0.40384615384615385,0.21391200000000055,144.51895436465253,148,2
0,70,0,0.3296089385474861,0.35064935064935066,0.16498900000000027,124.69263290623438,133,2
0,60,0,0.326797385620915,0.3398058252427184,0.11892999999999976,101.85132434840918,111,2
0,50,0,0.375,0.328125,0.04891500000000004,86.94874615676486,99,2
0,80,0,0.38725490196078427,0.5,0.15060300000000026,163.04831211958947,177,2
0,70,0,0.3743016759776536,0.4285714285714286,0.148053,152.23883358993675,155,2
0,60,0,0.3921568627450981,0.4271844660194175,0.10280100000000036,126.78696248053775,130,2
0,50,0,0.375,0.4140625,0.10471800000000009,112.70277722059866,108,2
0,80,0,0.41666666666666663,0.5,0.2661870000000004,172.96418232072122,182,2
0,70,0,0.44134078212290506,0.4155844155844156,0.2002120000000005,157.5068756127114,163,2
0,60,0,0.4444444444444444,0.44660194174757284,0.12199499999999919,127.23995146002154,137,2
0,50,0,0.4375,0.4453125,0.08626199999999962,112.93837512229766,117,2
0,80,0,0.4068627450980392,0.46153846153846156,0.22635499999999986,203.35885495538668,186,2
0,70,0,0.4301675977653632,0.4545454545454546,0.16691400000000023,179.87888039295848,164,2
0,60,0,0.4183006535947712,0.4563106796116505,0.1413549999999999,156.4531582250228,139,2
0,50,0,0.421875,0.4375,0.10012800000000066,121.23903009740481,115,2
0,80,0,0.446078431372549,0.5384615384615384,0.17265200000000025,191.52310060252992,195,2
0,70,0,0.45251396648044695,0.5454545454545454,0.12759500000000035,161.8425470524193,168,2
0,60,0,0.4183006535947712,0.5145631067961165,0.09781399999999962,141.3248493953987,146,2
0,50,0,0.4296875,0.5078125,0.07476800000000061,115.66154728292119,122,2
0,80,0,0.446078431372549,0.34615384615384615,0.23876600000000003,172.19451465824585,181,2
0,70,0,0.4301675977653632,0.3246753246753247,0.31416800000000045,164.48677886004228,163,2
0,60,0,0.4575163398692811,0.3398058252427184,0.17838199999999915,139.76187158733066,138,2
0,50,0,0.453125,0.3671875,0.13880600000000065,121.14526958283939,116,2
0,80,0,0.4117647058823529,0.46153846153846156,0.2005030000000012,183.24675033158655,177,2
0,70,0,0.4134078212290503,0.4675324675324676,0.14544099999999993,145.77479037736782,153,2
0,60,0,0.3856209150326797,0.47572815533980584,0.16188899999999862,119.89423210493277,132,2
0,50,0,0.359375,0.4453125,0.0720660000000013,95.43999999902688,106,2
0,80,0,0.4117647058823529,0.3653846153846154,0.332535,158.85983516939098,176,2
0,70,0,0.4022346368715084,0.4025974025974026,0.25483600000000095,133.8373478845209,153,2
0,60,0,0.4117647058823529,0.3495145631067961,0.280208,122.58050041315875,135,2
0,50,0,0.40625,0.359375,0.16403100000000137,100.58162085442628,112,2
0,80,0,0.3088235294117647,0.3846153846153846,0.30401900000000026,134.0190432248282,136,2
0,70,0,0.3072625698324022,0.2987012987012987,0.09540999999999933,113.80677499813032,124,2
0,60,0,0.2941176470588235,0.35922330097087374,0.09882399999999869,98.78538599923061,102,2
0,50,0,0.2734375,0.3203125,0.09106599999999965,84.43923327544394,86,2
0,80,0,0.303921568627451,0.34615384615384615,0.16090400000000038,160.1250000002288,142,2
0,70,0,0.2905027932960894,0.3116883116883117,0.10639300000000063,143.60531107901932,129,2
0,60,0,0.30718954248366015,0.3203883495145631,0.0993220000000008,114.37604657575719,109,2
0,50,0,0.34375,0.296875,0.055144999999999555,96.82381686392388,95,2
0,80,0,0.2990196078431373,0.25,0.280011,148.20521449503786,146,2
0,70,0,0.2960893854748603,0.33766233766233766,0.22046800000000033,124.15912294610351,121,2
0,60,0,0.30718954248366015,0.3106796116504854,0.13429600000000086,104.67727090680043,102,2
0,50,0,0.3125,0.3125,0.08647800000000139,91.17114593375884,89,2
0,80,0,0.43137254901960786,0.5576923076923077,0.22408800000000006,181.1181584910402,180,2
0,70,0,0.4245810055865922,0.49350649350649356,0.13559600000000138,156.82205094258327,158,2
0,60,0,0.4248366013071896,0.49514563106796117,0.08223100000000017,137.3599331234747,134,2
0,50,0,0.4140625,0.484375,0.11022200000000026,125.38195385033237,111,2
0,80,0,0.303921568627451,0.13461538461538458,0.25871700000000075,143.23291772185792,138,2
0,70,0,0.3128491620111732,0.1558441558441559,0.30179700000000054,130.50888593558872,124,2
0,60,0,0.30065359477124187,0.22330097087378642,0.17145200000000038,112.57961352646758,108,2
0,50,0,0.3046875,0.25,0.15438499999999955,93.08000000197202,89,2
0,80,0,0.2549019607843137,0.21153846153846156,0.15546499999999952,111.81172638074165,124,2
0,70,0,0.26815642458100564,0.18181818181818177,0.12889099999999942,105.96698985785862,113,2
0,60,0,0.27450980392156865,0.19417475728155342,0.09978099999999834,89.84737016939145,99,2
0,50,0,0.28125,0.21875,0.0836030000000001,70.09684652547477,77,2
0,80,0,0.2892156862745098,0.28846153846153844,0.15457699999999974,148.42353566109992,146,2
0,70,0,0.2849162011173184,0.3246753246753247,0.1078209999999995,128.0576816633852,127,2
0,60,0,0.30718954248366015,0.33009708737864074,0.0746500000000001,105.38474038561738,106,2
0,50,0,0.3046875,0.265625,0.09857099999999974,93.87645787857169,86,2
0,80,0,0.33333333333333337,0.23076923076923073,0.18071900000000163,144.43833726399748,155,2
