,Training,Noise,Training Error,Testing Error,Time Count,Weight,Bias,Objective Function,Number of SV
0,80,20,0.19999999999999996,0.15000000000000002,0.0004919999999941638,[[ 1.05217924 -1.52028902]],-1.2204607807225996,45.7672973722812,49
0,80,20,0.19999999999999996,0.19999999999999996,0.0005060000000014497,[[ 1.2122944 -1.3329836]],-2.395858468736824,46.984441594642576,46
0,80,20,0.16249999999999998,0.4,0.00047800000000108867,[[ 1.0146885  -1.59411891]],-0.72597459504623,36.00243079779457,43
0,80,20,0.23750000000000004,0.09999999999999998,0.0005319999999926495,[[ 1.47123848 -1.17624265]],-4.386702980724105,51.07137480716534,50
0,80,20,0.19999999999999996,0.30000000000000004,0.0005740000000002965,[[ 1.00030653 -1.66615735]],-0.36998612251486096,46.05792133289306,47
0,80,20,0.21250000000000002,0.19999999999999996,0.0013379999999898473,[[ 1.17667636 -1.41130439]],-1.9435756831617894,53.62601697931434,50
0,80,20,0.25,0.0,0.0007710000000002992,[[ 1.20154405 -1.31231204]],-2.447855117303803,52.65211231547166,52
0,80,20,0.1875,0.30000000000000004,0.0006690000000020291,[[ 0.96001945 -1.91999028]],0.919873867701228,44.14382934803395,42
0,80,25,0.26249999999999996,0.15000000000000002,0.0008899999999982811,[[ 1.84689679 -0.71823663]],-7.659362526160614,60.18494574592028,59
0,80,25,0.2875,0.19999999999999996,0.0008689999999944575,[[ 1.04076236 -1.25049726]],-2.0346965541439155,59.559926978425025,57
0,80,25,0.23750000000000004,0.30000000000000004,0.0006840000000067903,[[ 1.44508582 -1.22277079]],-3.8571033151184864,49.18691230403268,50
0,80,25,0.22499999999999998,0.35,0.0007310000000018135,[[ 1.07165491 -1.42847956]],-1.5015657135823501,54.452746906822625,57
0,80,25,0.2875,0.09999999999999998,0.0007959999999940237,[[ 1.25042286 -1.08369125]],-3.3593852646431905,59.473017698111,61
0,80,25,0.21250000000000002,0.4,0.0007580000000046994,[[ 1.33328835 -1.33304971]],-3.000624980333346,46.710549466872344,47
0,80,25,0.22499999999999998,0.35,0.0007679999999936626,[[ 1.20154143 -1.28769612]],-2.6209357787942933,53.08299075641565,54
0,80,25,0.275,0.15000000000000002,0.0008270000000010214,[[ 1.25853046 -0.97802955]],-3.7014931670658116,59.92029735485769,59
0,80,25,0.26249999999999996,0.25,0.0006800000000026785,[[ 1.11192571 -1.26973838]],-2.0204369495410064,51.831957040875665,56
0,80,25,0.26249999999999996,0.25,0.0007390000000100372,[[ 0.90940145 -1.36353923]],-0.865682596730814,57.34464660994936,59
0,80,25,0.23750000000000004,0.30000000000000004,0.000681999999997629,[[ 1.39888553 -1.00043689]],-4.332868633486909,57.10359236560985,54
0,80,25,0.26249999999999996,0.19999999999999996,0.0008550000000013824,[[ 1.18781774 -1.3857845 ]],-2.2073663355365367,51.28053342912281,54
0,80,25,0.25,0.19999999999999996,0.0008200000000044838,[[ 0.90148106 -1.65427481]],0.29774539238955994,58.007715044757674,54
0,80,25,0.26249999999999996,0.19999999999999996,0.0006829999999951042,[[ 1.17660253 -1.17632715]],-2.765791898797727,60.146855671313006,58
0,80,25,0.275,0.25,0.0007500000000106866,[[ 0.99209175 -1.41866391]],-1.1228006920870637,53.33732749704653,56
0,80,25,0.2875,0.25,0.0007530000000031123,[[ 0.90909493 -1.15633708]],-1.6469015250229193,53.89814416623704,55
0,80,25,0.22499999999999998,0.30000000000000004,0.0006810000000001537,[[ 0.99956856 -1.50148699]],-0.893539933526154,47.68731950566659,51
0,80,25,0.275,0.19999999999999996,0.0007019999999897664,[[ 1.13623755 -1.3637637 ]],-1.9762014861156163,54.96182916664259,58
0,80,25,0.275,0.15000000000000002,0.000798000000003185,[[ 1.17646444 -1.17681859]],-2.763553791834759,58.91168989318406,60
0,80,25,0.275,0.19999999999999996,0.0007480000000015252,[[ 1.04364043 -1.21713024]],-1.8364522261481369,57.90275977405344,57
0,80,25,0.275,0.25,0.0006719999999944548,[[ 1.02001125 -1.42804868]],-1.2240353649899376,51.07544149482254,54
0,80,25,0.26249999999999996,0.15000000000000002,0.0006750000000010914,[[ 1.0751362 -1.2910155]],-1.9435907248749542,55.297406903560834,56
0,80,25,0.23750000000000004,0.25,0.0006699999999995043,[[ 0.99985449 -1.50006549]],-1.0489343435405325,49.02339494036591,53
0,80,25,0.26249999999999996,0.15000000000000002,0.001097000000001458,[[ 1.0712488  -1.24999404]],-1.8562284098082746,58.3023585757501,55
0,80,25,0.22499999999999998,0.44999999999999996,0.0008430000000032578,[[ 1.07114574 -1.42867847]],-1.4982209867156961,45.88306612859417,52
0,80,25,0.275,0.15000000000000002,0.0006829999999951042,[[ 1.20581127 -0.96367635]],-3.6331092807614422,60.8975326853451,60
0,80,25,0.25,0.30000000000000004,0.0006070000000022446,[[ 0.96181172 -1.53700447]],-0.6212685460921346,47.24144248541468,49
0,80,25,0.26249999999999996,0.25,0.0007899999999949614,[[ 1.1003755  -1.28376864]],-1.879979930093869,57.92917926124933,56
0,80,25,0.2875,0.09999999999999998,0.000678000000007728,[[ 1.13160757 -1.25789901]],-2.2050430028804415,58.070261080699666,57
0,80,25,0.23750000000000004,0.35,0.0008229999999969095,[[ 0.67555333 -1.89332306]],2.3294605745706165,50.22350235537434,49
0,80,30,0.275,0.35,0.0006839999999925794,[[ 1.81815482 -0.60690714]],-7.906474584773338,62.11494448681528,62
0,80,30,0.3375,0.25,0.0009280000000018163,[[ 0.95121291 -1.23901614]],-1.5609688488440496,62.5264693513284,60
0,80,30,0.275,0.4,0.000982000000007588,[[ 1.23043704 -1.07663397]],-3.2761257722009205,55.831846801962755,56
0,80,30,0.26249999999999996,0.4,0.0006759999999985666,[[ 1.03057046 -1.44341552]],-1.203844085001487,61.27273913906033,61
0,80,30,0.35,0.15000000000000002,0.0006940000000099644,[[ 1.14240221 -0.85677494]],-3.570291367312559,69.45625825746578,71
0,80,30,0.25,0.5,0.0006580000000013797,[[ 1.25025358 -1.25021736]],-2.8757325230248325,51.68872181966595,52
0,80,30,0.30000000000000004,0.35,0.0007110000000096761,[[ 1.26751432 -1.00955327]],-3.9050851403335853,62.84270234385393,60
0,80,30,0.3375,0.15000000000000002,0.0007009999999922911,[[ 1.05248544 -1.05275098]],-2.3672245403718537,63.738322068576615,64
0,80,30,0.2875,0.30000000000000004,0.0010549999999938109,[[ 0.952358   -1.33334802]],-0.923650801483415,56.65698513988767,59
0,80,30,0.32499999999999996,0.25,0.0014180000000010295,[[ 0.86965914 -0.87037725]],-2.3026074218808033,64.02310939239082,63
0,80,30,0.275,0.4,0.0010429999999956863,[[ 1.36326924 -0.90882764]],-4.45349908638474,61.07205731177238,59
0,80,30,0.3125,0.19999999999999996,0.0007979999999889742,[[ 1.17589176 -0.94071434]],-3.5160826829511307,62.575140207293195,63
0,80,30,0.3125,0.25,0.0007360000000034006,[[ 0.68960039 -1.3792018 ]],0.7241263900612482,58.80842494364476,60
0,80,30,0.30000000000000004,0.30000000000000004,0.0008040000000022474,[[ 1.11117596 -1.11053148]],-2.5578147589175364,64.34878287333969,63
0,80,30,0.32499999999999996,0.35,0.0007460000000065747,[[ 0.89089882 -1.37685006]],-0.7006250759301964,63.01883062138745,63
0,80,30,0.35,0.30000000000000004,0.0007729999999952497,[[ 0.89563715 -1.04367923]],-1.8847737084291996,64.22195633675771,62
0,80,30,0.2875,0.25,0.0008470000000073696,[[ 0.9263327  -1.48068495]],-0.5414156099715407,56.27664728331117,57
0,80,30,0.3125,0.25,0.001084000000005858,[[ 1.12885865 -0.96794339]],-3.1757058588342097,65.3748353801195,67
0,80,30,0.35,0.15000000000000002,0.000819999999990273,[[ 0.96204326 -1.15439776]],-1.6358068580921106,68.09631053987886,67
0,80,30,0.30000000000000004,0.25,0.0007149999999995771,[[ 0.90818925 -1.2131307 ]],-1.022043356992143,61.86551120777995,61
0,80,30,0.32499999999999996,0.25,0.0007280000000093878,[[ 0.87016499 -1.30351928]],-0.6578898819488053,56.87918667219448,61
0,80,30,0.3125,0.25,0.0007250000000027512,[[ 0.96404107 -1.08391382]],-2.098769393906871,62.861807548308434,60
0,80,30,0.275,0.35,0.000655000000008954,[[ 1.06106003 -0.90841593]],-3.3680955588310333,59.54851333957134,56
