,Training,Noise,Training Error,Testing Error,Time Count,Weight,Bias,Objective Function,Number of SV
0,50,15,0.15845070422535212,0.19999999999999996,9.742169999999987,"[[ 1.19466585  0.10164836 -0.04026114 -0.0089035  -0.22812308 -0.10418663
  -0.62470967 -0.33834733 -0.29499473 -0.01757023  0.17947551  0.11196871
  -0.64733723  0.02610738 -0.0539856   0.10333087  0.11788064 -0.01907131
   0.05788127  0.01597764 -0.89311929 -0.13369407  0.01744572  0.00424406
  -0.38049078 -0.13826866 -0.8823783  -0.38739116 -0.44440663 -0.11180528]]",4.460704208398277,117.65641466937836,131
0,50,20,0.1901408450704225,0.2666666666666667,18.482290000000148,"[[ 1.01578239  0.06360287 -0.00919033 -0.00917472 -0.23909466  0.05618282
  -0.73895985 -0.39092597 -0.09405206 -0.03511749  0.37074242  0.34631165
  -0.5187484   0.01005843 -0.05323357  0.11111187  0.13953333  0.01385443
   0.03763339  0.00595825 -1.05281325 -0.11946216  0.01194456  0.0072121
  -0.38719126  0.07819713 -1.08336426 -0.27168563 -0.36811595 -0.17306225]]",5.239297274798141,133.592703373791,151
0,50,25,0.24295774647887325,0.32280701754385965,7.665527999999995,"[[ 1.11642864  0.10727201 -0.04048032 -0.00831507 -0.25673927  0.07239614
  -0.61038722 -0.3942929  -0.11604285 -0.00844967  0.30866142  0.68304996
  -0.71472394  0.01931984 -0.06202258  0.12898979  0.26468185  0.01493745
   0.07418012  0.01600869 -0.78940657 -0.14526495  0.01079988  0.00518471
  -0.46902622 -0.04698687 -0.7830075  -0.38899388 -0.32223269 -0.1039275 ]]",3.2178949013041414,164.08686294722543,180
0,50,30,0.3063380281690141,0.343859649122807,14.360421999999971,"[[ 0.60325442  0.02422963 -0.10659169  0.00128857 -0.1868059   0.02499414
  -0.35584968 -0.3180021  -0.02597788 -0.04280992  0.41332192  0.34061665
  -0.43028044  0.00101767 -0.05042883  0.16624156  0.24143434  0.01201313
   0.05380994 -0.00191422 -0.61611572 -0.09284901  0.04799734  0.00226822
  -0.39144108 -0.09030842 -0.81876516 -0.44438873 -0.17924966 -0.20181909]]",6.476770795309791,191.32732250248515,207
0,80,0,0.03956043956043953,0.03508771929824561,0.42029299999990144,"[[ 9.61202877e-01  1.23658231e-01 -5.57372608e-02 -1.42454961e-03
  -2.45204247e-01 -2.44087529e-01 -5.69061041e-01 -3.74768768e-01
  -2.91101998e-01 -3.32949107e-02 -8.59840042e-03  1.13178581e+00
   1.82372717e-01 -8.78951835e-02 -4.84393093e-02  6.60192923e-02
  -5.26525695e-02 -5.91961923e-02 -4.62773365e-02  1.68057914e-02
  -2.50682014e-01 -2.90931002e-01 -6.33361137e-02 -1.27535425e-03
  -4.72733696e-01 -6.47669409e-01 -1.43866013e+00 -7.37110334e-01
  -9.81046273e-01 -1.19740863e-01]]",11.95462595654508,44.274506989452796,50
0,80,5,0.07472527472527468,0.0964912280701754,6.248293999999987,"[[ 1.38654290e+00  8.91981043e-02 -1.09769522e-01 -2.57616484e-03
  -2.32298542e-01 -2.28280162e-01 -2.88228537e-01 -2.57126618e-01
  -1.16397442e-01 -3.62272156e-02  9.79750110e-04  2.81964065e-01
   5.13002548e-01 -6.61292226e-02 -5.54429943e-02  1.28521145e-01
   2.53799030e-01 -2.46657605e-02 -4.64139100e-02  1.59086156e-02
  -4.76857633e-02 -1.19365210e-01 -6.94894202e-02 -5.87071622e-06
  -5.09134784e-01 -6.78701526e-01 -3.96891001e-01 -3.38580137e-01
  -5.03435947e-01 -1.90047842e-01]]",3.0276628792664404,98.59084596489447,113
0,80,10,0.12747252747252746,0.14912280701754388,8.533842999999933,"[[ 1.48908005e+00  9.60901833e-02 -1.26517620e-01 -5.72396926e-03
  -2.90824700e-01 -2.54510462e-01 -6.47921035e-01 -3.81173969e-01
   9.62204778e-02 -7.10615691e-02 -1.47813418e-01 -2.46173209e-02
   5.00882286e-01 -5.55053058e-02 -6.76015823e-02  1.80568541e-01
   3.03625454e-01 -4.10601767e-02 -4.12185662e-02  2.05971971e-02
   2.67733266e-05 -1.00563204e-01 -2.95999098e-02 -5.19851316e-04
  -5.21494158e-01 -5.20788530e-01 -4.62832610e-01 -4.73775963e-01
  -4.18186789e-01 -1.89927117e-01]]",-0.05272117658432945,148.58283812457293,165
0,80,15,0.1912087912087912,0.19298245614035092,13.275117000000137,"[[ 1.70442584e+00  1.06503967e-01 -9.57255996e-02 -1.34215786e-02
  -5.20879807e-01 -1.42946459e-01 -5.63810114e-01 -4.99027468e-01
   2.77173729e-04 -6.86084830e-02 -4.76257291e-01  1.07979189e-01
   1.93103375e-01 -3.00878992e-02 -6.46352077e-02  2.54825156e-01
   3.91503279e-01 -1.92753985e-02 -6.28852305e-02  1.59449708e-02
  -6.29289931e-01 -1.09290605e-01  2.30452916e-02  4.37096914e-03
  -8.23677560e-01 -3.63667217e-01 -6.90465329e-01 -5.99354944e-01
  -6.01282271e-01 -1.86175697e-01]]",-0.35999044904280125,200.1927333944096,219
0,80,20,0.23296703296703292,0.24561403508771928,8.022307000000183,"[[ 1.58130212  0.08580759 -0.08559235 -0.01288906 -0.48793754 -0.24266454
  -0.64621035 -0.46239959 -0.14162966 -0.05558077 -0.32250299 -0.15867723
   0.13787174 -0.00897117 -0.12392976  0.14240038  0.21850326 -0.01837881
  -0.16506948  0.01050101 -0.55618048 -0.07933195  0.02732959  0.00243317
  -0.82261738 -0.17273784 -0.85929486 -0.36196374 -0.9657527  -0.06500725]]",-0.5479352118370064,228.57318039036255,257
0,80,25,0.27912087912087913,0.2543859649122807,23.627003999999943,"[[ 1.8381931   0.09944184 -0.08582359 -0.01396199 -0.53712645 -0.33188041
  -0.67015516 -0.44587087 -0.40617242 -0.08063424 -0.56278004 -0.26815213
   0.27131884 -0.00858123 -0.09071062  0.15492541  0.25198074 -0.01885745
  -0.15361308 -0.01200868 -0.73389037 -0.07278885  0.01089234  0.00450827
  -0.74965171 -0.13387229 -0.35957585 -0.28772252 -1.13091126 -0.11986509]]",-1.0654041217121863,259.5158079110397,299
0,80,30,0.34065934065934067,0.29824561403508776,13.901411000000053,"[[ 1.62942205e+00  1.45922436e-01 -9.26682939e-02 -1.17766498e-02
  -4.79972360e-01 -2.43092745e-01 -7.04787482e-01 -4.90324674e-01
  -4.30255249e-01 -9.41932896e-02 -5.03002567e-01 -1.29099705e-01
   1.73821267e-01  1.14821846e-03 -5.72432515e-02  1.86155918e-01
   3.36755793e-01 -4.82738968e-02 -8.23612621e-02  2.14755914e-03
  -3.24216589e-01 -1.19217826e-01 -3.70049170e-03  2.02212507e-03
  -5.75815290e-01 -7.13382377e-02 -5.30571659e-01 -3.47235362e-01
  -6.39270159e-01 -1.26408505e-01]]",-2.111281472914982,325.10101063356467,341
0,70,0,0.04020100502512558,0.0292397660818714,0.8661979999999403,"[[ 1.14353618  0.13383204 -0.02241069 -0.00583713 -0.19696205 -0.23009155
  -0.61434843 -0.31924099 -0.23960882 -0.03092738  0.03347364  0.94575569
  -0.06746457 -0.07592401 -0.04978881  0.06684222 -0.07050534 -0.05347184
  -0.04305439  0.016767    0.12368687 -0.3099451  -0.08637995 -0.00378158
  -0.43282049 -0.58455492 -1.64246643 -0.62503798 -0.88602725 -0.09781929]]",8.165994418898917,43.514463293799125,47
0,70,5,0.07537688442211055,0.11111111111111116,3.361497999999983,"[[ 1.26161493  0.11243251 -0.05876425 -0.00643317 -0.21847911 -0.18926033
  -0.35861966 -0.27501019 -0.02188615 -0.02858962 -0.10100578  0.40662345
   0.28481533 -0.04579595 -0.04513906  0.12487543  0.22982813 -0.03402948
  -0.04884769  0.01705591 -0.15721229 -0.1552017  -0.06730173  0.00168738
  -0.45552002 -0.5837255  -0.50250494 -0.44167093 -0.49397893 -0.15716303]]",2.9948823753957,86.08456095987113,99
0,70,10,0.12060301507537685,0.14035087719298245,5.539148000000068,"[[ 1.11588489  0.0970959   0.01241411 -0.01248681 -0.3014077  -0.25445751
  -0.44478436 -0.40372542  0.11411616 -0.05417362 -0.3309193   0.18275334
   0.38168861 -0.04224737 -0.06989749  0.1667114   0.32642481 -0.06105802
  -0.05211192  0.01121194  0.00905435 -0.1107799  -0.05280351  0.0011467
  -0.56345464 -0.7424043  -0.54521796 -0.73076345 -0.58226116 -0.23904743]]",-2.175558641832378,127.19989971408934,148
0,70,15,0.18341708542713564,0.19883040935672514,4.559451999999965,"[[ 0.96117494  0.07708551  0.04962237 -0.01498916 -0.46787546 -0.17820865
  -0.39297594 -0.46288867  0.02865163 -0.09111413 -0.46524721  0.06597852
   0.03345561 -0.0067037  -0.05783109  0.22087077  0.36076374 -0.03932359
  -0.09157916  0.0030012  -0.63843164 -0.08407066  0.01748376  0.0034852
  -0.77909341 -0.41009693 -0.87758594 -0.79227947 -0.8076502  -0.24054459]]",-0.9584638072794273,167.83396093087595,190
0,70,20,0.22361809045226133,0.2514619883040936,8.561523999999963,"[[ 1.09063563e+00  1.46478612e-01 -4.14892824e-02 -1.13704167e-02
  -4.01268791e-01 -1.19199018e-01 -5.99136473e-01 -4.76907536e-01
  -1.51942530e-01 -5.76133867e-02 -3.55308306e-01  5.41453592e-02
  -2.48803944e-01  1.15342902e-02 -9.46118111e-02  1.46929196e-01
   2.01355508e-01 -5.29887455e-02 -1.72812620e-01 -3.20928612e-05
  -7.02618572e-01 -1.32272944e-01  7.52762821e-02  1.20070969e-03
  -6.29819435e-01  3.33679315e-02 -1.06434620e+00 -5.74770335e-01
  -9.91151558e-01 -8.29136299e-02]]",-0.04346420628415917,195.36063324530775,223
0,70,25,0.2788944723618091,0.29239766081871343,15.126803000000109,"[[ 1.3790574   0.11717138 -0.06460479 -0.01207062 -0.46969361 -0.21479056
  -0.88820361 -0.57007607 -0.43625796 -0.04365221 -0.5304228  -0.13914231
   0.29261757 -0.02063237 -0.08627934  0.13279545  0.20551893 -0.06122613
  -0.19744441 -0.00300471 -0.5496943  -0.0926288   0.02275133  0.00366018
  -0.64484139  0.06969154 -0.71539741 -0.49889146 -1.21087518 -0.030434  ]]",-0.8310792282411417,229.8484145140893,262
0,70,30,0.3266331658291457,0.32748538011695905,25.584720999999945,"[[ 1.36410216e+00  1.36276196e-01 -6.80404618e-02 -1.08769782e-02
  -3.56514240e-01 -1.26380804e-01 -6.68025889e-01 -5.51173973e-01
  -3.86764352e-01 -3.37124119e-02 -2.68310826e-01 -5.26489893e-02
   1.66844998e-02  1.29247783e-02 -5.26818715e-02  8.48636960e-02
   2.33578972e-01 -1.03197558e-01 -1.13857032e-01 -1.57008243e-02
  -5.86813051e-01 -1.09716610e-01  4.54339869e-02  1.10090029e-03
  -4.29703932e-01  1.81741068e-01 -7.94699577e-01 -7.06943132e-01
  -6.86874478e-01 -7.21021037e-02]]",-1.6053298839517705,274.371822079346,297
0,60,0,0.032258064516129004,0.03947368421052633,2.023465000000215,"[[ 1.46505126  0.03971643 -0.20763937  0.0079327  -0.1936002  -0.28858792
  -0.50223983 -0.32415627 -0.22185879 -0.04046227  0.03105341  0.92499719
   0.26229286 -0.03972388 -0.05180096  0.0064912  -0.06966377 -0.05924862
  -0.08337908  0.0117424   0.40645463 -0.17012527 -0.09626396 -0.00848677
  -0.37759767 -0.61892812 -1.04732963 -0.51804516 -0.85776774 -0.06420919]]",8.640481918706472,32.31476224302477,40
0,60,5,0.0703812316715543,0.0964912280701754,2.6023689999999533,"[[ 1.53649934e+00  6.18922748e-02 -7.53380438e-02 -6.42132139e-03
  -2.81160663e-01 -2.52988242e-01 -3.49085698e-01 -3.46986364e-01
  -1.14101098e-01 -3.25075998e-02 -1.63587337e-01  2.93876411e-01
   3.22709272e-01 -2.99951065e-02 -5.17702026e-02  9.77310825e-02
   1.90577792e-01 -3.94379422e-02 -8.71283659e-02  1.44524806e-02
  -2.70722975e-02 -9.53862041e-02 -7.58736765e-02 -5.09700202e-04
  -4.84173564e-01 -5.70503256e-01 -1.73599907e-01 -3.81426713e-01
  -6.04303396e-01 -1.47808600e-01]]",0.30640191580575804,70.19372653019198,86
0,60,10,0.13196480938416422,0.13596491228070173,6.480929999999944,"[[ 1.38725165e+00  9.89656299e-03 -6.58351450e-03 -1.17221113e-02
  -2.47827891e-01 -2.67985761e-01 -5.19382409e-01 -3.85510505e-01
   8.68326777e-02 -4.76531925e-02 -2.61846689e-01 -1.23462661e-01
   3.68869371e-01 -2.12141925e-02 -6.82376321e-02  1.18752714e-01
   2.15605785e-01 -6.33435768e-02 -9.64956221e-02  1.20426772e-02
  -1.07681003e-01 -3.16900922e-02 -5.48275071e-02  1.86581265e-04
  -5.34040512e-01 -6.73669436e-01 -7.12689493e-01 -6.02238215e-01
  -7.22470368e-01 -1.81298605e-01]]",-2.3563775620931104,110.99643799265623,129
0,60,15,0.2082111436950147,0.19298245614035092,5.783783000000085,"[[ 1.20640366  0.03817461  0.00655803 -0.0142525  -0.34072517 -0.18609805
  -0.48898315 -0.43849224 -0.01800239 -0.05775359 -0.26179389 -0.12209408
   0.04351789 -0.00335553 -0.06890689  0.11366576  0.19522212 -0.05904239
  -0.15364618  0.00591408 -0.32136504 -0.04806595 -0.02697643  0.00321252
  -0.5727237  -0.32893419 -0.80136841 -0.65115122 -0.85424686 -0.12455565]]",-1.237078746665618,142.1034994752104,174
0,60,20,0.25806451612903225,0.25877192982456143,8.07741400000009,"[[ 1.23507053e+00  3.29041006e-02 -3.63471767e-02 -1.20623186e-02
  -4.01762315e-01 -2.58017131e-01 -6.31862407e-01 -4.63597325e-01
  -9.24663067e-02 -8.16440621e-02 -3.76544113e-01 -1.40425879e-01
  -1.39644644e-02  5.43094082e-03 -8.79093542e-02  1.41143272e-01
   1.87778901e-01 -3.76868699e-02 -1.94179964e-01  9.98864973e-03
  -4.01844305e-01 -3.02146815e-02  1.57483033e-02  1.18735287e-03
  -5.81428168e-01 -2.82202777e-02 -5.50561257e-01 -3.61123790e-01
  -1.09972134e+00 -3.81051898e-02]]",-1.2239034557969255,162.79121796551473,200
0,60,25,0.3196480938416423,0.2807017543859649,11.309610999999904,"[[ 1.50788487  0.06555658 -0.03192927 -0.01604982 -0.42271683 -0.36049225
  -0.74372004 -0.46422608 -0.2886773  -0.08968658 -0.52008013 -0.19001933
   0.34571189 -0.02117877 -0.086273   -0.02353218  0.04611486 -0.05878413
  -0.19818199 -0.01424999 -0.4994398  -0.05987748 -0.00337316  0.00500972
  -0.53595719 -0.31035441 -0.36796934 -0.31759865 -1.09302324 -0.08555278]]",-2.164235542983213,192.52365174810515,235
0,60,30,0.3548387096774194,0.33333333333333337,15.988730999999916,"[[ 1.29667829e+00  1.10455100e-01 -1.01317456e-01 -6.35561770e-03
  -3.54499148e-01 -2.81139026e-01 -6.37331278e-01 -4.77913825e-01
  -1.01660876e-01 -9.30759122e-02 -6.71334371e-01 -2.37441514e-02
   2.88262748e-01  2.15197589e-03 -3.83898380e-02  9.88822050e-02
   1.83094424e-01 -7.52267899e-02 -1.66292824e-01 -1.09656716e-02
  -9.66391373e-02 -9.38128245e-02 -4.10030680e-03 -6.27080874e-04
  -3.69643642e-01  7.15194546e-02 -3.46755199e-01 -4.26143082e-01
  -5.52683204e-01 -5.61161954e-02]]",-1.8452100220262178,222.01095901570923,262
0,50,0,0.028169014084507005,0.052631578947368474,1.946721000000025,"[[ 1.19223633  0.23414135 -0.30553691  0.02326262 -0.15029378 -0.23295937
  -0.33751831 -0.23009738 -0.24888513 -0.03264336  0.14705558  0.50758388
   1.00894173 -0.07603284 -0.03970776 -0.0262832  -0.06833522 -0.04825125
  -0.05482241 -0.00128957  0.99257306 -0.25663166 -0.12904398 -0.01676432
  -0.30534314 -0.56377809 -0.897405   -0.44447325 -0.76514682 -0.06230783]]",10.623137502197766,25.056910049083896,33
0,50,5,0.08098591549295775,0.09122807017543855,4.382493000000068,"[[ 1.03791356  0.04685035 -0.0217479  -0.00296073 -0.23500455 -0.21992219
  -0.25087486 -0.29160319 -0.1603465  -0.02836983  0.06270943 -0.02972853
   0.41687975 -0.02514647 -0.04145006  0.03290882  0.05130799 -0.04802195
  -0.05549847  0.01288801  0.41055525 -0.06231285 -0.10086643 -0.00478149
  -0.35462329 -0.66612176 -0.23756064 -0.37872422 -0.46573048 -0.09968827]]",-1.3108167684514742,64.96788074580849,78
0,50,10,0.147887323943662,0.13684210526315788,5.512734000000137,"[[ 9.32599730e-01  2.09296713e-02  1.73733932e-02 -1.03193084e-02
  -2.46557725e-01 -2.48009039e-01 -5.14491268e-01 -3.73328147e-01
  -3.12991734e-02 -3.10865578e-02 -2.58223718e-02 -7.56294756e-02
   4.06650779e-01 -2.65653388e-02 -6.30612782e-02  1.57704134e-01
   7.51274100e-02 -6.58601258e-02 -4.48686207e-02  2.59493509e-02
   8.40221683e-02 -3.53478010e-02 -5.35474667e-02  1.01095104e-04
  -4.59764107e-01 -6.34159746e-01 -9.28093520e-01 -6.18218328e-01
  -4.90640186e-01 -8.76002343e-02]]",-2.309611968815466,100.4961315051699,123
0,50,15,0.2359154929577465,0.19999999999999996,6.1792870000001585,"[[ 0.97263872 -0.04003875  0.05687851 -0.0123911  -0.33065052 -0.21481499
  -0.57614399 -0.40375622 -0.03562042 -0.07098479 -0.27043617 -0.35901179
   0.30856436 -0.00222689 -0.09408787  0.00400859 -0.12999677 -0.07623775
  -0.08611545 -0.01028202 -0.36136486  0.02268904 -0.03896022  0.00189412
  -0.54675467 -0.12822014 -0.91987677 -0.53338284 -0.43686111 -0.07929255]]",-1.5512899874688288,125.82624205806982,158
0,50,20,0.2816901408450704,0.25263157894736843,11.001541000000088,"[[ 0.96157572  0.01871443  0.0170122  -0.01147967 -0.31470944 -0.18712778
  -0.59961235 -0.38038044 -0.17689243 -0.0627638  -0.17472729 -0.34012769
   0.1203298   0.00620633 -0.08546462  0.0490424  -0.10830887 -0.0560884
  -0.1516567  -0.00246599 -0.24600613 -0.00551638 -0.02357398  0.0010629
  -0.42865316  0.18651784 -0.61116139 -0.25171196 -0.84839488  0.03301993]]",-1.5139619091980603,143.53791958261078,182
0,50,25,0.3380281690140845,0.28771929824561404,8.792187000000013,"[[ 1.38264519  0.07144619  0.00726931 -0.01686906 -0.40619721 -0.30686869
  -0.9366755  -0.49698556 -0.36511173 -0.07866868 -0.3454903  -0.20799306
   0.57844208 -0.03477716 -0.06860704  0.02081285 -0.13824533 -0.06329748
  -0.15040421 -0.00571438 -0.27927824 -0.05325623 -0.04583881  0.00554344
  -0.44904249  0.13298495 -0.72713031 -0.2182911  -0.97173864  0.03685609]]",-3.450837279206084,166.88053678710315,209
0,50,30,0.37676056338028174,0.3403508771929824,10.241136000000097,"[[ 1.10594743e+00  1.31776137e-01  3.16979292e-02 -1.64093140e-02
  -4.11677864e-01 -3.27599324e-01 -7.13012510e-01 -5.27838600e-01
  -3.26331943e-01 -1.03850961e-01 -5.56748251e-01 -1.38879383e-02
   2.36767021e-01  5.73174337e-03 -3.17469858e-02  7.79651411e-02
   5.67104916e-04 -8.62858645e-02 -1.50109905e-01 -7.11801016e-03
  -2.42369500e-02 -1.17438541e-01 -3.08297837e-02  1.78453793e-03
  -4.23097171e-01  1.06857706e-01 -5.56055417e-01 -4.65202471e-01
  -6.72968625e-01  2.18561719e-02]]",-5.04182421089915,202.01965191851016,230
0,80,0,0.03076923076923077,0.04385964912280704,0.8806130000000394,"[[ 1.66313771e+00  5.73352018e-02 -1.50122952e-01  1.07104603e-03
  -2.26655549e-01 -3.64418411e-01 -6.14291160e-01 -3.72079286e-01
  -3.33106534e-01 -5.09034453e-02 -5.60363969e-02  8.28170867e-01
   4.87417074e-01 -7.05113523e-02 -5.99860336e-02 -5.87651767e-02
  -1.28723219e-01 -6.95644228e-02 -1.15801217e-01 -5.22721116e-03
  -1.94648309e-01 -2.42640726e-01 -9.92370759e-02 -4.23398730e-03
  -4.45174183e-01 -6.64358038e-01 -1.02818642e+00 -6.22385329e-01
  -9.81466738e-01 -1.04875564e-01]]",13.374648769155064,40.16094838667438,44
0,80,5,0.07472527472527468,0.06140350877192979,2.515098999999964,"[[ 9.68515874e-01 -9.41994688e-03 -9.17274999e-02 -3.84637363e-03
  -3.23819220e-01 -3.98913865e-01 -9.35179323e-01 -5.31958426e-01
  -6.38117013e-01 -7.82280577e-02 -9.08014375e-01  5.24999276e-01
   2.40588889e-01 -2.23530473e-02 -1.02468324e-01 -5.79370538e-02
  -4.46678997e-02 -7.97950212e-02 -1.64573799e-01 -9.37344213e-03
  -6.29435489e-01 -9.50266416e-02  3.15475742e-02  1.13991043e-03
  -6.07829051e-01 -9.96110866e-01 -1.26844192e+00 -7.44990366e-01
  -1.48459833e+00 -1.87929872e-01]]",7.302467546828294,105.31600414268456,121
0,80,10,0.12307692307692308,0.13157894736842102,6.150200000000041,"[[ 1.18660113e+00 -6.02966409e-02 -1.49295346e-01 -1.82314055e-03
  -2.22542229e-01 -3.76816946e-01 -5.93162264e-01 -3.77407167e-01
  -4.24335101e-01 -4.30989068e-02 -8.09479584e-01  4.47545413e-01
   3.53024506e-01 -2.55900127e-02 -1.08960299e-01 -7.07494386e-02
   1.00436523e-01 -7.99505901e-02 -2.07949998e-01  1.16595400e-02
  -4.77501501e-01 -3.67446418e-02  3.97702251e-02 -2.18506152e-04
  -5.45383405e-01 -1.11827427e+00 -6.99840049e-01 -7.52037861e-01
  -1.37660940e+00 -8.70691359e-02]]",4.945135404028791,153.25288991010243,171
0,80,15,0.16923076923076918,0.20175438596491224,12.469826000000012,"[[ 1.38852705 -0.06903614 -0.01125479 -0.01271051 -0.20203882 -0.25078968
  -0.48310975 -0.41353145 -0.42281582 -0.02760865 -0.64094842  0.2640143
   0.51000109 -0.03811616 -0.10453603 -0.05294284  0.30222913 -0.04379607
  -0.27748021  0.0305201  -0.67454354 -0.01025912 -0.06038474  0.0076922
  -0.41482625 -0.99626217 -0.0618341  -0.6534029  -1.90486585 -0.02646075]]",3.1413437552861208,205.35248985767535,214
0,80,20,0.2175824175824176,0.23684210526315785,20.441894000000048,"[[ 1.19715487e+00  9.78913011e-04 -7.56245979e-02 -8.03774592e-03
  -1.61274517e-01 -2.32833457e-01 -4.57978062e-01 -3.86446135e-01
  -5.44423158e-01 -6.22754181e-02 -6.50001838e-01  4.56700424e-01
  -4.48556470e-02  6.90369333e-03 -1.03800439e-01 -2.60911854e-02
   1.85990552e-01 -6.30004005e-02 -1.87468412e-01 -7.15953641e-03
  -2.24085514e-01 -6.27371448e-02 -2.56001517e-02  2.26017304e-03
  -4.54079854e-01 -8.98520873e-01 -4.38055412e-02 -6.53103044e-01
  -1.54422991e+00 -1.95692041e-01]]",2.0493477072946704,237.0891102117025,254
0,80,25,0.27252747252747256,0.26315789473684215,26.92696500000011,"[[ 8.78475661e-01 -1.83125914e-02 -2.37285694e-02 -7.72917386e-03
  -3.14503550e-01 -1.84394412e-01 -1.20121936e-01 -2.41439279e-01
  -5.62633123e-01 -6.59598461e-02 -4.00088544e-01  1.78873146e-01
   1.44694695e-02  6.42291696e-03 -1.10728955e-01  4.79967315e-02
   3.86272933e-01 -3.57719083e-02 -2.43597555e-01  2.26055091e-02
  -3.54502595e-01 -4.17864929e-02 -1.53643118e-03  1.38888312e-03
  -6.92092594e-01 -1.02907233e+00  2.71997057e-02 -5.52766613e-01
  -1.59486562e+00 -9.37819376e-02]]",1.771594213339725,261.2669163378336,287
0,80,30,0.3142857142857143,0.29824561403508776,19.563145000000077,"[[ 0.7604128  -0.03221327  0.05302586 -0.00915138 -0.22877083 -0.12769983
  -0.39446836 -0.28379584 -0.54720077 -0.06569661  0.11865597 -0.02941754
   0.17168213 -0.00455258 -0.06585608  0.02399332  0.47977544 -0.0249869
  -0.22770454  0.02719252 -0.58117236 -0.00262715 -0.02114531  0.00309828
  -0.45672001 -1.02239033 -0.04992774 -0.60981463 -1.55158409 -0.1205411 ]]",0.8496829133926597,299.5492648335617,322
0,70,0,0.03015075376884424,0.03508771929824561,1.1621330000000398,"[[ 1.69444673e+00  5.04824632e-02 -1.40212535e-01 -1.78234862e-06
  -2.02367442e-01 -3.19447475e-01 -6.19575203e-01 -3.32487363e-01
  -3.02589649e-01 -4.74605994e-02 -2.24511875e-02  7.99032409e-01
   7.07284433e-01 -8.86149491e-02 -5.82362463e-02 -6.33040176e-02
  -1.37689924e-01 -5.87103120e-02 -9.87567964e-02 -3.77964891e-03
  -3.61510333e-02 -2.39433852e-01 -1.49589828e-01 -2.19451777e-03
  -4.12519859e-01 -6.54414615e-01 -1.13269865e+00 -4.83070415e-01
  -8.83097908e-01 -8.61562301e-02]]",13.856046872236206,33.73837269866247,38
0,70,5,0.07788944723618085,0.08187134502923976,2.252529999999979,"[[ 1.05835172 -0.01370036 -0.09964666 -0.00453144 -0.28195977 -0.33175151
  -0.66920736 -0.40342054 -0.43587245 -0.05575659 -0.36454081  0.28427695
   0.28978054 -0.03056454 -0.07295993  0.00163346  0.03772044 -0.05940826
  -0.15443497 -0.00211747 -0.36292644 -0.08749125 -0.03703164  0.00321752
  -0.47890656 -0.72094455 -0.95726793 -0.4925785  -1.31085854 -0.10983886]]",8.168715964385765,90.14696101805598,103
0,70,10,0.11306532663316582,0.15204678362573099,5.866632999999865,"[[ 1.08581671 -0.03468786 -0.1858882   0.00206241 -0.18114519 -0.29265999
  -0.61734702 -0.33416468 -0.28146003 -0.03413823 -0.37329344  0.41230494
   0.26363613 -0.03148442 -0.07809823 -0.09012112 -0.03180554 -0.08519667
  -0.13226935 -0.0054442  -0.653785   -0.07078455  0.02938512  0.00239696
  -0.40559396 -0.76261828 -0.936444   -0.63272832 -1.14344151 -0.0951    ]]",9.630119789628596,123.32002366362909,141
0,70,15,0.15577889447236182,0.216374269005848,10.490486000000146,"[[ 1.28000613 -0.03410239 -0.09914966 -0.00669937 -0.13806118 -0.23893653
  -0.34897335 -0.29905247 -0.23544394 -0.00538893 -0.31220059  0.11784948
   0.51913448 -0.04436924 -0.09326256 -0.08748205  0.29720961 -0.05024518
  -0.17543166  0.01791653 -0.65871363 -0.03337716 -0.03236677  0.00693696
  -0.39774842 -1.17567728 -0.23357495 -0.62075228 -1.31857874 -0.05068111]]",6.406093347452398,168.65420152889183,183
0,70,20,0.21356783919597988,0.2807017543859649,10.529929000000038,"[[ 1.03199122 -0.03691146 -0.00970225 -0.01031044 -0.06236998 -0.21657302
  -0.38163732 -0.25157991 -0.25967041 -0.04878778 -0.03908175  0.14871982
  -0.16318766  0.00178618 -0.07165866 -0.07648451  0.16893995 -0.051967
  -0.14159121 -0.00876786 -0.61944886 -0.01598509 -0.03143536  0.00562959
  -0.27547536 -0.96425722 -0.11973148 -0.30077869 -1.0305094  -0.18005737]]",3.7430292674358427,210.424860162153,217
0,70,25,0.25376884422110557,0.29824561403508776,11.42747600000007,"[[ 0.90684123 -0.0543133   0.00997096 -0.00870736 -0.18287923 -0.13014638
  -0.14045476 -0.18974256 -0.49419225 -0.08936183 -0.2356109   0.01333846
   0.01345642  0.00673835 -0.07714521 -0.008155    0.26055287 -0.04317148
  -0.19138513 -0.02026519 -0.4355752   0.01080411 -0.03858334  0.00319335
  -0.51502664 -1.1839579   0.1122075  -0.47308318 -1.59896627 -0.27162366]]",2.0704050133747374,227.93580106141337,250
