,Training,Noise,Training Error,Testing Error,Time Count,Weight,Bias,Objective Function,Number of SV
0,70,5,0.07788944723618085,0.08771929824561409,6.5147119999999745,"[[ 1.80766740e+00  4.64562795e-02 -1.68663268e-01 -5.99046800e-03
  -3.39638921e-01 -1.87839750e-01 -9.28828362e-01 -6.58058319e-01
  -1.76915850e-01 -5.15553211e-02 -4.19400481e-01  2.09263767e-01
   1.79358788e-01 -1.93594585e-02 -3.67105678e-02  1.90006769e-01
   1.61565101e-01 -7.29716708e-02 -2.20132567e-02  1.28201881e-02
  -8.47602359e-01 -1.22816191e-01  6.19088419e-04  4.78795542e-03
  -5.90056834e-01  3.70393646e-01 -7.51504921e-01 -9.06329419e-01
  -2.24986801e-01  7.42855566e-03]]",6.7345155656249815,101.52656975674405,113
0,70,10,0.14572864321608037,0.1286549707602339,9.492938000000038,"[[ 1.51333264  0.07872356 -0.04047783 -0.01299034 -0.4065472  -0.27713932
  -0.80480279 -0.63080781 -0.51327939 -0.08156496 -0.53637597  0.43072497
   0.18125842 -0.0286766  -0.03870615  0.16568219  0.36312878 -0.03427614
  -0.06118623  0.00995538 -0.85069361 -0.1390537  -0.00947461  0.00745632
  -0.6379177   0.05855789 -0.49732316 -0.68069828 -0.74317457 -0.11674979]]",2.578444611909509,144.9251202078404,167
0,70,15,0.18341708542713564,0.16959064327485385,25.08352400000001,"[[ 2.12622039  0.03249602 -0.11341517 -0.01274181 -0.37931816 -0.26485301
  -0.92679143 -0.51538918 -0.47690796 -0.12848601 -0.69240889 -0.14683255
   0.58974288 -0.04376207 -0.02766589  0.14340287 -0.02497245 -0.04960915
  -0.1111894  -0.02681868 -0.93699481 -0.04912518 -0.05030426  0.00955204
  -0.60494134  0.25982634 -0.29434089 -0.50976852 -0.88663858 -0.19333669]]",3.004469818853145,189.77253850996428,206
0,70,20,0.23366834170854267,0.23391812865497075,8.12431399999997,"[[ 1.82034394  0.0185042  -0.12325087 -0.00716918 -0.35236978 -0.27103438
  -0.96260928 -0.4176782  -0.5679271  -0.14540139 -0.71633294  0.06297401
   0.58559596 -0.04642823 -0.02586304  0.10228671 -0.17866145 -0.06423175
  -0.11948602 -0.04604765 -0.64349439 -0.07572519 -0.07365906  0.00793936
  -0.47616274  0.88249574 -0.08867019 -0.28099331 -0.70453888 -0.13162149]]",4.278900448635468,204.80280667898282,226
0,70,25,0.2788944723618091,0.2748538011695907,26.19132000000002,"[[ 1.94986160e+00 -1.43723620e-03 -1.96563117e-01 -5.52460412e-03
  -1.69476694e-01 -4.27545203e-02 -8.40766975e-01 -3.30502037e-01
  -2.18489864e-01 -6.76812015e-02 -7.50931809e-01  2.80180754e-01
   3.39198861e-01 -3.47817093e-02 -1.31748044e-02  3.92938486e-02
  -1.28619491e-01 -7.00309912e-02 -3.08177872e-02 -6.48002904e-02
  -9.88886365e-01 -6.75374335e-02  3.76327416e-02  6.13860322e-03
  -2.68890928e-01  1.08724142e-01 -7.39690808e-01 -4.20245692e-01
  -2.66864681e-01 -2.04691730e-01]]",3.633036500874715,233.89805709089052,257
0,70,30,0.31658291457286436,0.2807017543859649,14.842781000000002,"[[ 2.14243255  0.01166085 -0.22076153 -0.00493045 -0.15346322 -0.16414806
  -0.77043507 -0.33637972 -0.39501338 -0.10244109 -0.89189001 -0.02571264
   0.13493616  0.00228165 -0.02636374 -0.00264621 -0.10859448 -0.03524759
  -0.03284027 -0.06602986 -1.18961794 -0.03745573  0.06462315  0.004124
  -0.34214832  0.25186607 -0.36050558 -0.1860046  -0.17681198 -0.19181427]]",3.214346317898315,271.461253623744,289
0,60,0,0.02346041055718473,0.03947368421052633,1.3803420000000415,"[[ 1.70834678  0.13321061 -0.30437677  0.00754256 -0.18883159 -0.37288582
  -0.7734126  -0.36848044 -0.32484403 -0.05560435 -0.13067946  0.93364926
   0.37833704 -0.04537452 -0.03065198 -0.04045185 -0.13852047 -0.04193546
  -0.12465855 -0.00813673 -0.52299184 -0.22973354  0.00679145 -0.00354164
  -0.35554066 -0.66351794 -1.46865286 -0.56300329 -1.10136729 -0.11694639]]",14.350967109326236,28.367361798734386,37
0,60,5,0.08211143695014667,0.09210526315789469,4.137740000000008,"[[ 1.90721148e+00  1.59152847e-02 -1.66609330e-01 -7.41100382e-03
  -2.89462979e-01 -2.47334861e-01 -1.02980293e+00 -5.73586859e-01
  -1.99184342e-01 -6.20312302e-02 -4.87023626e-01  2.00512605e-01
   1.04412936e-01 -1.35129437e-02 -3.04618795e-02  1.13464601e-01
  -5.15347695e-02 -7.39393087e-02 -6.04939247e-02 -7.04900010e-05
  -1.03287717e+00 -1.00766585e-01  2.08678961e-02  5.27861699e-03
  -5.10472492e-01  1.39559934e-01 -1.30210283e+00 -8.55605914e-01
  -3.67504987e-01 -6.03737717e-02]]",6.758124519161961,89.82975315956483,102
0,60,10,0.14956011730205276,0.11842105263157898,18.421245999999996,"[[ 1.63165979  0.07151011 -0.06046282 -0.01375637 -0.30715568 -0.18735302
  -0.80064509 -0.49409529 -0.43377369 -0.0487554  -0.17325054  0.41499041
  -0.00529557 -0.0170102  -0.02405913  0.11534543  0.22139568 -0.0527117
  -0.0851009   0.01184461 -1.01853433 -0.12286013  0.03061598  0.00683722
  -0.52269564  0.29538415 -1.14273358 -0.66243852 -0.68477186 -0.09626738]]",1.8819635879304721,135.83850702550114,155
0,60,15,0.20234604105571852,0.1578947368421053,16.763525999999956,"[[ 1.76237946e+00  7.11025264e-02 -8.25939803e-02 -1.29057703e-02
  -2.58602323e-01 -2.47528530e-01 -9.17613342e-01 -3.35154725e-01
  -4.73505112e-01 -1.16961382e-01 -6.95031461e-01 -8.71618523e-02
   4.40971774e-01 -3.69729170e-02 -2.74120447e-02 -3.15149999e-02
  -3.68189117e-01 -9.32611269e-02 -8.59307073e-02 -3.99929686e-02
  -1.04176568e+00 -7.59518738e-02  1.65126402e-03  8.49983014e-03
  -4.56739020e-01  6.12431916e-03 -8.76228877e-01 -3.74325984e-01
  -8.11694835e-01 -2.03153508e-01]]",2.5973846325861016,171.93127159874882,188
