,Training,Noise,Training Error,Testing Error,Time Count,Objective Function,Standard Deviation,Features
0,80,0,0.0,0.0,0.0009249999999951797,0,0.01,3
0,80,0,0.0,0.0,0.000772000000040407,0,0.01,3
0,80,0,0.0,0.0,0.0006639999999720203,0,0.01,3
0,80,0,0.0,0.0,0.0006960000000049149,0,0.01,3
0,80,0,0.0,0.0,0.0008889999999723841,0,0.01,3
0,80,0,0.0,0.0,0.0006589999999846441,0,0.01,3
0,80,0,0.0,0.0,0.0005009999999856518,0,0.01,3
0,80,0,0.0,0.0,0.0007289999999784413,0,0.01,3
0,80,0,0.0,0.0,0.0006480000000124164,0,0.01,3
0,80,0,0.0,0.0,0.0007850000000075852,0,0.01,3
0,80,0,0.0,0.0,0.00073000000003276,0,0.01,3
0,80,0,0.0,0.0,0.0008980000000065047,0,0.01,3
0,80,0,0.0,0.0,0.0007299999999759166,0,0.01,3
0,80,0,0.0,0.0,0.000712999999961994,0,0.01,3
0,80,0,0.0,0.0,0.0006260000000111177,0,0.01,3
0,80,0,0.0,0.0,0.0011269999999967695,0,0.01,3
0,80,0,0.0,0.0,0.0008199999999760621,0,0.01,3
0,80,0,0.0,0.0,0.0007029999999872416,0,0.01,3
0,80,0,0.0,0.0,0.0007330000000251857,0,0.01,3
0,80,0,0.0,0.0,0.0008780000000001564,0,0.01,3
0,80,0,0.0,0.0,0.0005449999999882493,0,0.01,3
0,80,0,0.0,0.0,0.0006700000000137152,0,0.01,3
0,80,0,0.0,0.0,0.0005570000000147957,0,0.01,3
0,80,0,0.0,0.0,0.0007540000000290092,0,0.01,3
0,80,0,0.0,0.0,0.0006529999999997926,0,0.01,3
0,80,0,0.0,0.0,0.0006440000000225155,0,0.01,3
0,80,0,0.0,0.0,0.0005629999999996471,0,0.01,3
0,80,0,0.0,0.0,0.0006720000000086657,0,0.01,3
0,80,0,0.0,0.0,0.0008209999999735373,0,0.01,3
0,80,0,0.0,0.0,0.0006099999999946704,0,0.01,3
0,80,0,0.0,0.0,0.0007989999999722386,0,0.01,3
0,80,0,0.0,0.0,0.000734000000022661,0,0.01,3
0,80,0,0.0,0.0,0.0005529999999680513,0,0.01,3
0,80,0,0.0,0.0,0.0007590000000163855,0,0.01,3
0,80,0,0.0,0.0,0.0014409999999998035,0,0.01,3
0,80,0,0.0,0.0,0.0006050000000072941,0,0.01,3
0,80,0,0.0,0.0,0.0008989999999471365,0,0.01,3
0,80,0,0.0,0.0,0.0010470000000282198,0,0.01,3
0,80,0,0.0,0.0,0.0006549999999947431,0,0.01,3
0,80,0,0.0,0.0,0.0006139999999845713,0,0.01,3
0,80,0,0.0,0.0,0.0009329999999749816,0,0.01,3
0,80,0,0.0,0.0,0.0008020000000215077,0,0.01,3
0,80,0,0.0,0.0,0.0009309999999800311,0,0.01,3
0,80,0,0.0,0.0,0.0009769999999775791,0,0.01,3
0,80,0,0.0,0.0,0.0006789999999909924,0,0.01,3
0,80,0,0.0,0.0,0.0008369999999899846,0,0.01,3
0,80,0,0.0,0.0,0.0006529999999997926,0,0.01,3
0,80,0,0.0,0.0,0.0008189999999785869,0,0.01,3
0,80,0,0.0,0.0,0.0007150000000137879,0,0.01,3
0,80,0,0.0,0.0,0.0006900000000200635,0,0.01,3
0,80,0,0.0,0.0,0.000550000000032469,0,0.01,3
0,80,0,0.0,0.0,0.0005409999999983484,0,0.01,3
0,80,0,0.0,0.0,0.0006230000000186919,0,0.01,3
0,80,0,0.0,0.0,0.0011019999999462016,0,0.01,3
0,80,0,0.0,0.0,0.0005950000000325417,0,0.01,3
0,80,0,0.0,0.0,0.0006370000000401888,0,0.01,3
0,80,0,0.0,0.0,0.0006830000000377368,0,0.01,3
0,80,0,0.0,0.0,0.0006520000000023174,0,0.01,3
0,80,0,0.0,0.0,0.000753000000031534,0,0.01,3
0,80,0,0.0,0.0,0.000822000000027856,0,0.01,3
0,80,0,0.0,0.0,0.0005790000000160944,0,0.01,3
0,80,0,0.0,0.0,0.0008409999999798856,0,0.01,3
0,80,0,0.0,0.0,0.000680000000045311,0,0.01,3
0,80,0,0.0,0.0,0.0006179999999744723,0,0.01,3
0,80,0,0.0,0.0,0.0005220000000463187,0,0.01,3
0,80,0,0.0,0.0,0.0006240000000161672,0,0.01,3
0,80,0,0.0,0.0,0.0007200000000011642,0,0.01,3
0,80,0,0.0,0.0,0.0005779999999617758,0,0.01,3
0,80,0,0.0,0.0,0.0006560000000490618,0,0.01,3
0,80,0,0.0,0.0,0.0006819999999834181,0,0.01,3
0,80,0,0.0,0.0,0.0005970000000274922,0,0.01,3
0,80,0,0.0,0.0,0.0008040000000164582,0,0.01,3
0,80,0,0.0,0.0,0.0011509999999930187,0,0.01,3
0,80,0,0.0,0.0,0.0005400000000008731,0,0.01,3
0,80,0,0.0,0.0,0.0006540000000541113,0,0.01,3
0,80,0,0.0,0.0,0.0006329999999934444,0,0.01,3
0,80,0,0.0,0.0,0.0007520000000340588,0,0.01,3
0,80,0,0.0,0.0,0.0009299999999825559,0,0.01,3
0,80,0,0.0,0.0,0.0006029999999555002,0,0.01,3
0,80,0,0.0,0.0,0.0009639999999535576,0,0.01,3
0,80,0,0.0,0.0,0.0008890000000292275,0,0.01,3
0,80,0,0.0,0.0,0.0006170000000338405,0,0.01,3
0,80,0,0.0,0.0,0.0006270000000085929,0,0.01,3
0,80,0,0.0,0.0,0.0006360000000427135,0,0.01,3
0,80,0,0.0,0.0,0.0007750000000328328,0,0.01,3
0,80,0,0.0,0.0,0.0005029999999806023,0,0.01,3
0,80,0,0.0,0.0,0.0008389999999849351,0,0.01,4
0,80,0,0.0,0.0,0.0007229999999935899,0,0.01,4
0,80,0,0.0,0.0,0.0006139999999845713,0,0.01,4
0,80,0,0.0,0.0,0.0006720000000086657,0,0.01,4
0,80,0,0.0,0.0,0.0005069999999705033,0,0.01,4
0,80,0,0.0,0.0,0.0005540000000223699,0,0.01,4
0,80,0,0.0,0.0,0.0006700000000137152,0,0.01,4
0,80,0,0.0,0.0,0.000688000000025113,0,0.01,4
0,80,0,0.0,0.0,0.0007499999999822649,0,0.01,4
0,80,0,0.0,0.0,0.0005850000000009459,0,0.01,4
0,80,0,0.0,0.0,0.0006730000000061409,0,0.01,4
0,80,0,0.0,0.0,0.0005699999999819738,0,0.01,4
0,80,0,0.0,0.0,0.0011200000000144428,0,0.01,4
0,80,0,0.0,0.0,0.0006200000000262662,0,0.01,4
0,80,0,0.0,0.0,0.0008629999999811844,0,0.01,4
0,80,0,0.0,0.0,0.0005380000000059226,0,0.01,4
0,80,0,0.0,0.0,0.0007480000000441578,0,0.01,4
0,80,0,0.0,0.0,0.0006750000000010914,0,0.01,4
0,80,0,0.0,0.0,0.0006070000000022446,0,0.01,4
0,80,0,0.0,0.0,0.0008280000000127075,0,0.01,4
0,80,0,0.0,0.0,0.0005439999999907741,0,0.01,4
0,80,0,0.0,0.0,0.0008899999999698593,0,0.01,4
0,80,0,0.0,0.0,0.0008589999999912834,0,0.01,4
0,80,0,0.0,0.0,0.0005929999999807478,0,0.01,4
0,80,0,0.0,0.0,0.0007099999999695683,0,0.01,4
0,80,0,0.0,0.0,0.0007669999999961874,0,0.01,4
0,80,0,0.0,0.0,0.000642000000027565,0,0.01,4
0,80,0,0.0,0.0,0.000693999999953121,0,0.01,4
0,80,0,0.0,0.0,0.0006559999999922184,0,0.01,4
0,80,0,0.0,0.0,0.0007060000000365108,0,0.01,4
0,80,0,0.0,0.0,0.0005629999999996471,0,0.01,4
0,80,0,0.0,0.0,0.0007370000000150867,0,0.01,4
0,80,0,0.0,0.0,0.0005910000000426407,0,0.01,4
0,80,0,0.0,0.0,0.0007229999999935899,0,0.01,4
0,80,0,0.0,0.0,0.001209000000017113,0,0.01,4
0,80,0,0.0,0.0,0.0009510000000432228,0,0.01,4
0,80,0,0.0,0.0,0.0006480000000124164,0,0.01,4
0,80,0,0.0,0.0,0.000578999999959251,0,0.01,4
0,80,0,0.0,0.0,0.000998999999978878,0,0.01,4
0,80,0,0.0,0.0,0.0005610000000046966,0,0.01,4
0,80,0,0.0,0.0,0.0009069999999837819,0,0.01,4
0,80,0,0.0,0.0,0.0006030000000123437,0,0.01,4
0,80,0,0.0,0.0,0.0008210000000303808,0,0.01,4
0,80,0,0.0,0.0,0.000872000000015305,0,0.01,4
0,80,0,0.0,0.0,0.0007380000000125619,0,0.01,4
0,80,0,0.0,0.0,0.0010419999999840002,0,0.01,4
0,80,0,0.0,0.0,0.0008119999999962602,0,0.01,4
0,80,0,0.0,0.0,0.0006740000000036162,0,0.01,4
0,80,0,0.0,0.0,0.0009289999999850806,0,0.01,4
0,80,0,0.0,0.0,0.0006960000000049149,0,0.01,4
0,80,0,0.0,0.0,0.0009310000000368746,0,0.01,4
0,80,0,0.0,0.0,0.0007840000000101099,0,0.01,4
0,80,0,0.0,0.0,0.0005449999999882493,0,0.01,4
0,80,0,0.0,0.0,0.0005790000000160944,0,0.01,4
0,80,0,0.0,0.0,0.0008079999999495158,0,0.01,4
0,80,0,0.0,0.0,0.0011799999999766442,0,0.01,4
0,80,0,0.0,0.0,0.0009289999999850806,0,0.01,4
0,80,0,0.0,0.0,0.0006470000000149412,0,0.01,4
0,80,0,0.0,0.0,0.000826000000017757,0,0.01,4
0,80,0,0.0,0.0,0.0008189999999785869,0,0.01,4
0,80,0,0.0,0.0,0.0010930000000257678,0,0.01,4
0,80,0,0.0,0.0,0.0015609999999810498,0,0.01,4
0,80,0,0.0,0.0,0.000872000000015305,0,0.01,4
0,80,0,0.0,0.0,0.0008440000000291548,0,0.01,4
0,80,0,0.0,0.0,0.0006959999999480715,0,0.01,4
0,80,0,0.0,0.0,0.0005580000000122709,0,0.01,4
0,80,0,0.0,0.0,0.0005350000000134969,0,0.01,4
0,80,0,0.0,0.0,0.0005790000000160944,0,0.01,4
0,80,0,0.0,0.0,0.0008750000000077307,0,0.01,4
0,80,0,0.0,0.0,0.0011429999999563734,0,0.01,4
0,80,0,0.0,0.0,0.0005670000000463915,0,0.01,4
0,80,0,0.0,0.0,0.0006240000000161672,0,0.01,4
0,80,0,0.0,0.0,0.0008020000000215077,0,0.01,4
0,80,0,0.0,0.0,0.0005719999999769243,0,0.01,4
0,80,0,0.0,0.0,0.0008670000000279288,0,0.01,4
0,80,0,0.0,0.0,0.0006829999999808933,0,0.01,4
0,80,0,0.0,0.0,0.0006040000000098189,0,0.01,4
0,80,0,0.0,0.0,0.0007019999999897664,0,0.01,4
0,80,0,0.0,0.0,0.00047000000000707587,0,0.01,4
0,80,0,0.0,0.0,0.0004729999999995016,0,0.01,4
0,80,0,0.0,0.0,0.0009699999999952524,0,0.01,4
0,80,0,0.0,0.0,0.0004940000000033251,0,0.01,4
0,80,0,0.0,0.0,0.0006290000000035434,0,0.01,4
0,80,0,0.0,0.0,0.000578999999959251,0,0.01,4
0,80,0,0.0,0.0,0.0006329999999934444,0,0.01,4
0,80,0,0.0,0.0,0.0011729999999943175,0,0.01,4
0,80,0,0.0,0.0,0.000596000000030017,0,0.01,4
0,80,0,0.0,0.0,0.001056000000005497,0,0.01,4
0,80,0,0.0,0.0,0.0008520000000089567,0,0.01,4
0,80,0,0.0,0.0,0.0007610000000113359,0,0.01,4
0,80,0,0.0,0.0,0.0012959999999679894,0,0.01,4
0,80,0,0.0,0.0,0.0005029999999806023,0,0.01,4
0,80,0,0.0,0.0,0.0009160000000179025,0,0.01,4
0,80,0,0.0,0.0,0.0007860000000050604,0,0.01,4
0,80,0,0.0,0.0,0.0006200000000262662,0,0.01,4
0,80,0,0.0,0.0,0.0006690000000162399,0,0.01,4
0,80,0,0.0,0.0,0.0006539999999972679,0,0.01,4
0,80,0,0.0,0.0,0.000597999999968124,0,0.01,4
0,80,0,0.0,0.0,0.0007090000000289365,0,0.01,4
0,80,0,0.0,0.0,0.0005239999999844258,0,0.01,4
0,80,0,0.0,0.0,0.0006199999999694228,0,0.01,5
0,80,0,0.0,0.0,0.0006029999999555002,0,0.01,5
0,80,0,0.0,0.0,0.0006129999999870961,0,0.01,5
0,80,0,0.0,0.0,0.0006729999999492975,0,0.01,5
0,80,0,0.0,0.0,0.0006740000000036162,0,0.01,5
0,80,0,0.0,0.0,0.0012949999999705142,0,0.01,5
0,80,0,0.0,0.0,0.0005709999999794491,0,0.01,5
0,80,0,0.0,0.0,0.0008149999999886859,0,0.01,5
0,80,0,0.0,0.0,0.0007330000000251857,0,0.01,5
0,80,0,0.0,0.0,0.0007469999999898391,0,0.01,5
0,80,0,0.0,0.0,0.0005689999999844986,0,0.01,5
0,80,0,0.0,0.0,0.0005909999999857973,0,0.01,5
0,80,0,0.0,0.0,0.0013369999999781612,0,0.01,5
0,80,0,0.0,0.0,0.0009469999999964784,0,0.01,5
0,80,0,0.0,0.0,0.0007689999999911379,0,0.01,5
0,80,0,0.0,0.0,0.0006450000000199907,0,0.01,5
0,80,0,0.0,0.0,0.0006999999999948159,0,0.01,5
0,80,0,0.0,0.0,0.0006950000000074397,0,0.01,5
0,80,0,0.0,0.0,0.0005419999999958236,0,0.01,5
0,80,0,0.0,0.0,0.00068999999996322,0,0.01,5
0,80,0,0.0,0.0,0.0009049999999888314,0,0.01,5
0,80,0,0.0,0.0,0.0008960000000115542,0,0.01,5
0,80,0,0.0,0.0,0.000998999999978878,0,0.01,5
0,80,0,0.0,0.0,0.000726000000042859,0,0.01,5
0,80,0,0.0,0.0,0.0011129999999752727,0,0.01,5
0,80,0,0.0,0.0,0.0008430000000316795,0,0.01,5
0,80,0,0.0,0.0,0.001936000000000604,0,0.01,5
0,80,0,0.0,0.0,0.0007550000000264845,0,0.01,5
0,80,0,0.0,0.0,0.0012290000000234613,0,0.01,5
0,80,0,0.0,0.0,0.0008349999999950342,0,0.01,5
0,80,0,0.0,0.0,0.0011079999999878964,0,0.01,5
0,80,0,0.0,0.0,0.0012700000000336331,0,0.01,5
0,80,0,0.0,0.0,0.0011690000000044165,0,0.01,5
0,80,0,0.0,0.0,0.0007029999999872416,0,0.01,5
0,80,0,0.0,0.0,0.0015319999999974243,0,0.01,5
0,80,0,0.0,0.0,0.0009939999999915017,0,0.01,5
0,80,0,0.0,0.0,0.001519999999970878,0,0.01,5
0,80,0,0.0,0.0,0.0012490000000298096,0,0.01,5
0,80,0,0.0,0.0,0.0007249999999885404,0,0.01,5
0,80,0,0.0,0.0,0.0007229999999935899,0,0.01,5
0,80,0,0.0,0.0,0.0007650000000012369,0,0.01,5
0,80,0,0.0,0.0,0.0006319999999959691,0,0.01,5
0,80,0,0.0,0.0,0.0008780000000001564,0,0.01,5
0,80,0,0.0,0.0,0.001722999999969943,0,0.01,5
0,80,0,0.0,0.0,0.0006820000000402615,0,0.01,5
0,80,0,0.0,0.0,0.0016899999999964166,0,0.01,5
0,80,0,0.0,0.0,0.0006199999999694228,0,0.01,5
0,80,0,0.0,0.0,0.0006079999999997199,0,0.01,5
0,80,0,0.0,0.0,0.000619000000028791,0,0.01,5
0,80,0,0.0,0.0,0.0009650000000078762,0,0.01,5
0,80,0,0.0,0.0,0.0008930000000191285,0,0.01,5
0,80,0,0.0,0.0,0.0011770000000410619,0,0.01,5
0,80,0,0.0,0.0,0.0007390000000100372,0,0.01,5
0,80,0,0.0,0.0,0.0007200000000011642,0,0.01,5
0,80,0,0.0,0.0,0.0005540000000223699,0,0.01,5
0,80,0,0.0,0.0,0.0006189999999719475,0,0.01,5
0,80,0,0.0,0.0,0.001010000000007949,0,0.01,5
0,80,0,0.0,0.0,0.0008639999999786596,0,0.01,5
0,80,0,0.0,0.0,0.0005850000000009459,0,0.01,5
0,80,0,0.0,0.0,0.0007650000000012369,0,0.01,5
0,80,0,0.0,0.0,0.0008040000000164582,0,0.01,5
0,80,0,0.0,0.0,0.0007250000000453838,0,0.01,5
0,80,0,0.0,0.0,0.0007899999999949614,0,0.01,5
0,80,0,0.0,0.0,0.0016279999999824213,0,0.01,5
0,80,0,0.0,0.0,0.0010180000000445943,0,0.01,5
0,80,0,0.0,0.0,0.0008050000000139335,0,0.01,5
0,80,0,0.0,0.0,0.0008879999999749089,0,0.01,5
0,80,0,0.0,0.0,0.0009049999999888314,0,0.01,5
0,80,0,0.0,0.0,0.0011470000000031177,0,0.01,5
0,80,0,0.0,0.0,0.000803000000018983,0,0.01,5
0,80,0,0.0,0.0,0.0008129999999937354,0,0.01,5
0,80,0,0.0,0.0,0.0008389999999849351,0,0.01,5
0,80,0,0.0,0.0,0.0006390000000351392,0,0.01,5
0,80,0,0.0,0.0,0.0008880000000317523,0,0.01,5
0,80,0,0.0,0.0,0.0007880000000000109,0,0.01,5
0,80,0,0.0,0.0,0.0008200000000329055,0,0.01,5
0,80,0,0.0,0.0,0.0006740000000036162,0,0.01,5
0,80,0,0.0,0.0,0.0006020000000148684,0,0.01,5
0,80,0,0.0,0.0,0.0007449999999948886,0,0.01,5
0,80,0,0.0,0.0,0.0007600000000138607,0,0.01,5
0,80,0,0.0,0.0,0.0010040000000230975,0,0.01,5
0,80,0,0.0,0.0,0.0006379999999808206,0,0.01,5
0,80,0,0.0,0.0,0.0006269999999517495,0,0.01,5
0,80,0,0.0,0.0,0.0006900000000200635,0,0.01,5
0,80,0,0.0,0.0,0.0007759999999734646,0,0.01,5
0,80,0,0.0,0.0,0.001063999999985299,0,0.01,5
0,80,0,0.0,0.0,0.000987000000009175,0,0.01,5
0,80,0,0.0,0.0,0.0007379999999557185,0,0.01,5
0,80,0,0.0,0.0,0.0005840000000034706,0,0.01,5
0,80,0,0.0,0.0,0.0005879999999933716,0,0.01,5
0,80,0,0.0,0.0,0.0011850000000208638,0,0.01,5
0,80,0,0.0,0.0,0.0008629999999811844,0,0.01,5
0,80,0,0.0,0.0,0.0008740000000102555,0,0.01,5
0,80,0,0.0,0.0,0.0008770000000026812,0,0.01,5
0,80,0,0.0,0.0,0.0009249999999951797,0,0.01,5
0,80,0,0.0,0.0,0.0008330000000000837,0,0.01,5
0,80,0,0.0,0.0,0.0006040000000098189,0,0.01,5
0,80,0,0.0,0.0,0.0008169999999836364,0,0.01,5
0,80,0,0.0,0.0,0.0006290000000035434,0,0.01,5
0,80,0,0.0,0.0,0.0009420000000091022,0,0.01,5
0,80,0,0.0,0.0,0.0006129999999870961,0,0.01,6
0,80,0,0.0,0.0,0.0006750000000010914,0,0.01,6
0,80,0,0.0,0.0,0.0007580000000189102,0,0.01,6
0,80,0,0.0,0.0,0.0009900000000016007,0,0.01,6
0,80,0,0.0,0.0,0.0007390000000100372,0,0.01,6
0,80,0,0.0,0.0,0.0007049999999821921,0,0.01,6
0,80,0,0.0,0.0,0.0009039999999913562,0,0.01,6
0,80,0,0.0,0.0,0.0009969999999839274,0,0.01,6
0,80,0,0.0,0.0,0.0007889999999974862,0,0.01,6
0,80,0,0.0,0.0,0.0007969999999772881,0,0.01,6
0,80,0,0.0,0.0,0.0006940000000099644,0,0.01,6
0,80,0,0.0,0.0,0.000528999999971802,0,0.01,6
0,80,0,0.0,0.0,0.000998999999978878,0,0.01,6
0,80,0,0.0,0.0,0.0008349999999950342,0,0.01,6
0,80,0,0.0,0.0,0.001266999999984364,0,0.01,6
0,80,0,0.0,0.0,0.000964000000010401,0,0.01,6
0,80,0,0.0,0.0,0.0006710000000111904,0,0.01,6
0,80,0,0.0,0.0,0.0007410000000049877,0,0.01,6
0,80,0,0.0,0.0,0.0007330000000251857,0,0.01,6
0,80,0,0.0,0.0,0.0006870000000276377,0,0.01,6
0,80,0,0.0,0.0,0.0007139999999594693,0,0.01,6
0,80,0,0.0,0.0,0.0005590000000097461,0,0.01,6
0,80,0,0.0,0.0,0.0008159999999861611,0,0.01,6
0,80,0,0.0,0.0,0.0006699999999568718,0,0.01,6
0,80,0,0.0,0.0,0.001607999999976073,0,0.01,6
0,80,0,0.0,0.0,0.0005459999999857246,0,0.01,6
0,80,0,0.0,0.0,0.0011470000000031177,0,0.01,6
0,80,0,0.0,0.0,0.0006060000000047694,0,0.01,6
0,80,0,0.0,0.0,0.0012009999999804677,0,0.01,6
0,80,0,0.0,0.0,0.0006099999999946704,0,0.01,6
0,80,0,0.0,0.0,0.0006460000000174659,0,0.01,6
0,80,0,0.0,0.0,0.0006139999999845713,0,0.01,6
0,80,0,0.0,0.0,0.0010899999999764987,0,0.01,6
0,80,0,0.0,0.0,0.0008829999999875326,0,0.01,6
0,80,0,0.0,0.0,0.0006399999999757711,0,0.01,6
