,Unnamed: 0,Training,Noise,Training Error,Testing Error,Time Count,Objective Function,Number of SV,Features
178,0,60,0,0.0,0.0,0.0010579999999995,1.0780909299802073,2,4
179,0,50,0,0.0,0.0,0.0007270000000003,1.0780909214905967,2,4
180,0,80,0,0.0,0.0,0.0006770000000004,1.0453010895715011,2,4
181,0,70,0,0.0,0.0,0.0007969999999994,1.0453010896929462,2,4
182,0,60,0,0.0,0.0,0.0010500000000002,1.045301089354511,2,4
183,0,50,0,0.0,0.0,0.0010249999999993,1.0438265475348965,2,4
184,0,80,0,0.0,0.0,0.0009349999999992,1.1827366707572262,2,4
185,0,70,0,0.0,0.0,0.000947,1.1827366662514185,2,4
186,0,60,0,0.0,0.0,0.0010130000000003,1.1827366701087745,2,4
187,0,50,0,0.0,0.0,0.0007339999999995,1.182736669465124,2,4
188,0,80,0,0.0,0.0,0.0008419999999995,1.030760591834205,3,4
189,0,70,0,0.0,0.0,0.000572,1.0306357911752666,3,4
190,0,60,0,0.0,0.0,0.0010560000000001,1.0307386264125311,3,4
191,0,50,0,0.0,0.0,0.0009290000000001,1.0306327313256058,3,4
192,0,80,0,0.0,0.0,0.0010279999999998,1.0284457331265888,2,4
193,0,70,0,0.0,0.0,0.0007929999999998,1.028445732145931,2,4
194,0,60,0,0.0,0.0,0.0008560000000006,1.0284457326081395,2,4
195,0,50,0,0.0,0.0,0.0007900000000002,1.0279325296666912,2,4
196,0,80,0,0.0,0.0,0.0010289999999999,1.019487058345777,2,4
197,0,70,0,0.0,0.0,0.0014409999999998,1.0194870571382155,2,4
198,0,60,0,0.0,0.0,0.0011239999999999,1.01948705707993,2,4
199,0,50,0,0.0,0.0,0.0006539999999999,1.019487058393366,2,4
200,0,80,0,0.0,0.0,0.000852,1.0326865451162417,2,4
201,0,70,0,0.0,0.0,0.0007099999999997,1.0326865413846238,2,4
202,0,60,0,0.0,0.0,0.0005969999999999,1.032686543673156,2,4
203,0,50,0,0.0,0.0,0.0010320000000003,1.0326865467477524,2,4
204,0,80,0,0.0,0.0,0.0008219999999994,1.0336377623062878,2,4
205,0,70,0,0.0,0.0,0.0006849999999998,1.0336377620157806,2,4
206,0,60,0,0.0,0.0,0.0010649999999996,1.0336377620149169,2,4
207,0,50,0,0.0,0.0,0.0009239999999994,1.0336377626552324,2,4
208,0,80,0,0.0,0.0,0.000979,1.4165819751779882,2,4
209,0,70,0,0.0,0.0,0.0006289999999999,1.416581973495203,2,4
210,0,60,0,0.0,0.0,0.0014120000000001,1.416581969918647,2,4
211,0,50,0,0.0,0.0,0.0009040000000002,1.416581971343771,2,4
212,0,80,0,0.0,0.0,0.0007780000000003,1.0433142756459726,2,4
213,0,70,0,0.0,0.0,0.0010389999999995,1.0433142765461678,2,4
214,0,60,0,0.0,0.0,0.0009169999999993,1.0433142758029683,2,4
215,0,50,0,0.0,0.0,0.0009350000000001,1.043314276448067,2,4
216,0,80,0,0.0,0.0,0.0013130000000005,1.0635106847405784,2,4
217,0,70,0,0.0,0.0,0.001055,1.0635106821159346,2,4
218,0,60,0,0.0,0.0,0.00103,1.0635106975064172,2,4
219,0,50,0,0.0,0.0,0.0011010000000002,1.063206605078514,2,4
220,0,80,0,0.0,0.0,0.0013709999999997,1.0363203860482972,2,4
221,0,70,0,0.0,0.0,0.0007429999999999,1.0354469373849822,2,4
222,0,60,0,0.0,0.0,0.0010370000000001,1.0354469372366613,2,4
223,0,50,0,0.0,0.0,0.0010719999999997,1.0354469375439947,2,4
224,0,80,0,0.0,0.0,0.0009139999999998,1.0291222336244703,2,4
225,0,70,0,0.0,0.0,0.0011000000000001,1.0291222341220865,2,4
226,0,60,0,0.0,0.0,0.0010359999999991,1.0291222333281402,2,4
227,0,50,0,0.0,0.0,0.0008509999999999,1.029122233264245,2,4
228,0,80,0,0.0,0.0,0.0011369999999999,1.0477572555836197,2,4
229,0,70,0,0.0,0.0,0.0007770000000002,1.0477572495951777,2,4
230,0,60,0,0.0,0.0,0.0005929999999993,1.047625201203069,2,4
231,0,50,0,0.0,0.0,0.0007460000000003,2.047193314751145,3,4
232,0,80,0,0.0,0.0,0.0006879999999993,1.1096192975946793,2,4
233,0,70,0,0.0,0.0,0.0005459999999999,1.1096192936100662,2,4
234,0,60,0,0.0,0.0,0.0008239999999997,1.1096193014749116,2,4
235,0,50,0,0.0,0.0,0.0009960000000006,1.1096192991955791,2,4
236,0,80,0,0.0,0.0,0.000604,1.0334408440638931,2,4
237,0,70,0,0.0,0.0,0.0008429999999997,1.0334408380034728,2,4
238,0,60,0,0.0,0.0,0.0006880000000002,1.033440846731635,2,4
239,0,50,0,0.0,0.0,0.0007969999999994,1.0334408465836216,2,4
240,0,80,0,0.0,0.0,0.0008780000000001,1.0182581757971565,3,8
241,0,70,0,0.0,0.0,0.0007020000000004,1.018201593406986,3,8
242,0,60,0,0.0,0.0,0.0008490000000005,1.0176544290436988,3,8
243,0,50,0,0.0,0.0,0.0008040000000004,1.0176638593750598,3,8
244,0,80,0,0.0,0.0,0.0008189999999999,1.0196653939948723,2,8
245,0,70,0,0.0,0.0,0.000839,1.019665392790373,2,8
246,0,60,0,0.0,0.0,0.0008319999999999,1.019375422856865,2,8
247,0,50,0,0.0,0.0,0.0004460000000001,1.019375420957159,2,8
248,0,80,0,0.0,0.0,0.0007080000000003,1.1079727267294988,2,8
249,0,70,0,0.0,0.0,0.0007749999999999,1.107274748352916,4,8
250,0,60,0,0.0,0.0,0.0006120000000002,1.107311068238794,4,8
251,0,50,0,0.0,0.0,0.0006289999999999,1.106416738405262,2,8
252,0,80,0,0.0,0.0,0.0008299999999996,2.0176689675925417,3,8
253,0,70,0,0.0,0.0,0.0003389999999994,1.016702574154196,3,8
254,0,60,0,0.0,0.0,0.0004170000000005,1.016760850197464,3,8
255,0,50,0,0.0,0.0,0.0006130000000004,1.0168051244673244,2,8
256,0,80,0,0.0,0.0,0.0008309999999998,1.008700464710249,2,8
257,0,70,0,0.0,0.0,0.0005810000000003,2.0084634974200912,3,8
258,0,60,0,0.0,0.0,0.001074,1.0084202060212717,3,8
259,0,50,0,0.0,0.0,0.0007799999999997,1.0085917060623686,2,8
260,0,80,0,0.0,0.0,0.0005879999999995,1.0278405288805403,2,8
261,0,70,0,0.0,0.0,0.0009010000000007,1.0278405288909755,2,8
262,0,60,0,0.0,0.0,0.0007999999999999,1.0275607269852265,2,8
263,0,50,0,0.0,0.0,0.0009479999999992,1.027560726097614,2,8
264,0,80,0,0.0,0.0,0.0005749999999995,1.0142083233036518,2,8
265,0,70,0,0.0,0.0,0.0008239999999997,1.0141678679919337,2,8
266,0,60,0,0.0,0.0,0.0006099999999999,1.0141678682526127,2,8
267,0,50,0,0.0,0.0,0.0007679999999998,1.0141678676549133,2,8
268,0,80,0,0.0,0.0,0.0010419999999999,1.014283076215278,2,8
269,0,70,0,0.0,0.0,0.0007840000000003,1.0142830771047848,2,8
270,0,60,0,0.0,0.0,0.0005800000000002,1.0142830780624328,2,8
271,0,50,0,0.0,0.0,0.0006490000000001,1.0142830788385293,2,8
272,0,80,0,0.0,0.0,0.0007279999999996,1.0171220741873506,2,8
273,0,70,0,0.0,0.0,0.0005869999999994,1.0171220733483104,2,8
274,0,60,0,0.0,0.0,0.0006959999999995,1.0171220734753237,2,8
275,0,50,0,0.0,0.0,0.0005689999999995,1.0171220743486675,2,8
276,0,80,0,0.0,0.0,0.0005679999999994,1.0141102756457443,2,8
277,0,70,0,0.0,0.0,0.0005549999999994,1.0138683123063783,2,8
278,0,60,0,0.0,0.0,0.000712,1.0138469780992831,2,8
279,0,50,0,0.0,0.0,0.000636,1.013713879507696,2,8
280,0,80,0,0.0,0.0,0.0005730000000001,1.0193552355264055,2,8
281,0,70,0,0.0,0.0,0.0006149999999998,1.019355234220877,2,8
282,0,60,0,0.0,0.0,0.0007509999999992,1.0193552338280922,2,8
283,0,50,0,0.0,0.0,0.0005759999999996,1.0193552339438878,2,8
284,0,80,0,0.0,0.0,0.0005889999999997,1.0101521064325103,2,8
285,0,70,0,0.0,0.0,0.0006319999999995,1.0101521060689589,2,8
286,0,60,0,0.0,0.0,0.0006060000000003,1.0101521063156382,2,8
287,0,50,0,0.0,0.0,0.0007679999999998,1.0101521058340104,2,8
288,0,80,0,0.0,0.0,0.0006409999999998,1.0074220342113598,2,8
289,0,70,0,0.0,0.0,0.0005690000000004,1.0074220343183615,2,8
290,0,60,0,0.0,0.0,0.0006279999999998,1.0074220340668276,2,8
291,0,50,0,0.0,0.0,0.0005049999999995,1.0074220343257072,2,8
292,0,80,0,0.0,0.0,0.0005040000000002,1.0085811626643544,3,8
293,0,70,0,0.0,0.0,0.0006440000000003,1.0085821479120547,3,8
294,0,60,0,0.0,0.0,0.0003720000000004,1.008576205263536,3,8
295,0,50,0,0.0,0.0,0.0008540000000003,1.008583374042409,3,8
296,0,80,0,0.0,0.0,0.0006200000000005,1.0151932032549758,3,8
297,0,70,0,0.0,0.0,0.0005300000000003,1.0153684980820432,2,8
298,0,60,0,0.0,0.0,0.0007790000000005,1.0153684967332186,2,8
299,0,50,0,0.0,0.0,0.000839,1.015368497917157,2,8
300,0,80,0,0.0,0.0,0.0008370000000006,1.0117089667394916,2,8
301,0,70,0,0.0,0.0,0.0008420000000004,1.0117089653968467,2,8
302,0,60,0,0.0,0.0,0.0008929999999995,1.011708964600058,2,8
303,0,50,0,0.0,0.0,0.0008290000000004,1.0117089660251837,2,8
304,0,80,0,0.0,0.0,0.0007739999999998,1.0416339957179896,3,8
305,0,70,0,0.0,0.0,0.0009049999999994,1.0416349604366049,3,8
306,0,60,0,0.0,0.0,0.0006720000000006,1.0416329998424965,3,8
307,0,50,0,0.0,0.0,0.0005630000000005,1.0416354046819762,3,8
308,0,80,0,0.0,0.0,0.0006669999999999,1.0209124014063906,2,8
309,0,70,0,0.0,0.0,0.0005519999999998,1.0209124009415096,2,8
310,0,60,0,0.0,0.0,0.0006849999999998,1.0209123998310712,2,8
311,0,50,0,0.0,0.0,0.0005579999999998,1.0209124021374902,2,8
312,0,80,0,0.0,0.0,0.0005749999999995,2.00960707312071,3,8
313,0,70,0,0.0,0.0,0.0005059999999996,1.0096068135882907,2,8
314,0,60,0,0.0,0.0,0.0010089999999998,1.0095251770126743,2,8
315,0,50,0,0.0,0.0,0.0006120000000002,1.009488066411992,2,8
316,0,80,0,0.0,0.0,0.0009559999999995,1.0153011582288445,2,8
317,0,70,0,0.0,0.0,0.000496,1.0153011562597083,2,8
318,0,60,0,0.0,0.0,0.0012780000000001,1.0149931517238222,2,8
319,0,50,0,0.0,0.0,0.0008159999999994,1.0149931540193486,2,8
320,0,80,0,0.0,0.0,0.0008699999999999,1.011451428781029,2,8
321,0,70,0,0.0,0.0,0.0007999999999999,1.0113534586328792,2,8
322,0,60,0,0.0,0.0,0.0006029999999999,1.0113430175186215,2,8
323,0,50,0,0.0,0.0,0.0008389999999991,1.0113430171692914,2,8
324,0,80,0,0.0,0.0,0.0007799999999997,1.0153733458591268,2,8
325,0,70,0,0.0,0.0,0.0009199999999998,1.0153733459782135,2,8
326,0,60,0,0.0,0.0,0.0003339999999996,1.015373346057611,2,8
327,0,50,0,0.0,0.0,0.0004850000000002,1.0153733461090173,2,8
328,0,80,0,0.0,0.0,0.0012289999999994,2.0150460965694625,4,8
329,0,70,0,0.0,0.0,0.000782,2.0153008653515845,4,8
330,0,60,0,0.0,0.0,0.0005899999999998,2.015299704469791,4,8
331,0,50,0,0.0,0.0,0.0005950000000005,1.015128554874139,3,8
332,0,80,0,0.0,0.0,0.0007039999999998,1.0091294669818334,2,8
333,0,70,0,0.0,0.0,0.0005939999999995,1.009129509305875,2,8
334,0,60,0,0.0,0.0,0.0007190000000001,1.0091023890706876,2,8
335,0,50,0,0.0,0.0,0.0005379999999997,1.0090931002760486,2,8
336,0,80,0,0.0,0.0,0.0006470000000007,1.0133466923069436,2,8
337,0,70,0,0.0,0.0,0.000636,1.013346692716722,2,8
338,0,60,0,0.0,0.0,0.0006099999999999,1.0133466930613395,2,8
339,0,50,0,0.0,0.0,0.0008219999999994,1.0133466926307018,2,8
340,0,80,0,0.0,0.0,0.0005929999999993,1.034273669129733,2,8
341,0,70,0,0.0,0.0,0.0005820000000005,1.0342736588512889,2,8
342,0,60,0,0.0,0.0,0.0005639999999997,1.0342736580370036,2,8
343,0,50,0,0.0,0.0,0.0007850000000004,1.0342736675159463,2,8
344,0,80,0,0.0,0.0,0.0006950000000003,1.015195288649018,2,8
345,0,70,0,0.0,0.0,0.0008090000000002,1.0151952882271549,2,8
346,0,60,0,0.0,0.0,0.0005740000000002,1.0151952883486377,2,8
347,0,50,0,0.0,0.0,0.0006469999999998,1.015195287466511,2,8
348,0,80,0,0.0,0.0,0.0012860000000003,1.0272896498417174,3,8
349,0,70,0,0.0,0.0,0.0007279999999996,1.027227405908834,3,8
350,0,60,0,0.0,0.0,0.000591,1.026910437540768,3,8
351,0,50,0,0.0,0.0,0.0006019999999997,1.0271318448696645,3,8
352,0,80,0,0.0,0.0,0.0005959999999998,1.0127011871728715,2,8
353,0,70,0,0.0,0.0,0.0005410000000001,1.0127011873902576,2,8
354,0,60,0,0.0,0.0,0.0008049999999997,1.0127011864561155,2,8
355,0,50,0,0.0,0.0,0.0006599999999998,1.012701186782926,2,8
356,0,80,0,0.0,0.0,0.0006669999999999,2.028531298456988,3,8
357,0,70,0,0.0,0.0,0.0006269999999997,2.0286667844780286,3,8
358,0,60,0,0.0,0.0,0.0005449999999997,1.0286318700394137,2,8
359,0,50,0,0.0,0.0,0.0006729999999999,1.0286318599919286,2,8
360,0,80,0,0.0,0.0,0.0006940000000001,1.007221116087088,2,16
361,0,70,0,0.0,0.0,0.0006969999999997,2.007067959843641,3,16
362,0,60,0,0.0,0.0,0.0007320000000001,2.007045486315628,3,16
363,0,50,0,0.0,0.0,0.0006060000000003,2.0070562727591765,3,16
364,0,80,0,0.0,0.0,0.0007869999999998,1.00901331952286,2,16
365,0,70,0,0.0,0.0,0.0006709999999996,1.0089793609062738,2,16
366,0,60,0,0.0,0.0,0.000642,1.0089793624330132,2,16
367,0,50,0,0.0,0.0,0.0008590000000001,1.008914187492782,2,16
368,0,80,0,0.0,0.0,0.0007649999999994,2.01058066491688,3,16
369,0,70,0,0.0,0.0,0.0008950000000007,2.01060115530568,3,16
