,Training,Noise,Training Error,Testing Error,Time Count,Weight,Bias,Objective Function,Standard Deviation
0,80,0,0.0,0.0,0.0004299999999943793,[[ 0.18688935 -0.38529337]],-0.11645655349170259,0.09168930324825925,0.1
0,80,0,0.0,0.0,0.0005489999999994666,[[ 0.22901344 -0.47167305]],-0.09683846110030815,0.13746131025095357,0.3
0,80,0,0.0,0.0,0.00043600000000054706,[[ 0.25758676 -0.53160862]],-0.07811832576036601,0.17447933316263675,0.4
0,80,0,0.0,0.0,0.0006019999999935521,[[-0.25969318  0.04069466]],1.2639258502162343,0.0345483024340463,0.0001
0,80,0,0.0,0.0,0.0005700000000032901,[[-0.27458676  0.03557728]],1.3749564890099033,0.03833181629046854,0.1
0,80,0,0.0,0.0,0.0004670000000004393,[[-0.30842046  0.02046919]],1.6474294987882794,0.04777108390012237,0.3
0,80,0,0.0,0.0,0.00040500000000065484,[[-0.32744764  0.00958622]],1.814494845969831,0.053656927694307015,0.4
0,80,0,0.0,0.0,0.00048199999999809506,[[ 0.33145389 -0.0929541 ]],-1.4762065819197852,0.05925107259119616,0.0001
0,80,0,0.0,0.0,0.0003990000000015925,[[ 0.36056824 -0.09705799]],-1.64074183125785,0.0697148532024631,0.1
0,80,0,0.0,0.0,0.0005129999999979873,[[ 0.43696347 -0.10490747]],-2.0939306824985024,0.10097132544610078,0.3
0,80,0,0.0,0.0,0.0005159999999975184,[[ 0.48830448 -0.10782511]],-2.415911220649673,0.12503375874997563,0.4
0,80,0,0.0,0.0,0.0005799999999993588,[[ 0.10290669 -0.25429165]],0.4661795941907305,0.037627014046457914,0.0001
0,80,0,0.0,0.0,0.0005060000000014497,[[ 0.11288551 -0.2696922 ]],0.4731650931545067,0.042738510110547426,0.1
0,80,0,0.0,0.0,0.0003969999999995366,[[ 0.13889798 -0.30647044]],0.47950838419373526,0.056608389350782475,0.3
0,80,0,0.0,0.0,0.0004599999999967963,[[ 0.15614314 -0.32856171]],0.475585519756933,0.06616673857059355,0.4
0,80,0,0.0,0.0,0.00037499999999823785,[[0.38309845 0.23330355]],-2.691065996906139,0.10059748492926765,0.0001
0,80,0,0.0,0.0,0.00046799999999791453,[[0.42872881 0.24920986]],-2.9963166170257525,0.12295697369503145,0.1
0,80,0,0.0,0.0,0.0005249999999961119,[[0.54561128 0.31123232]],-3.8176290652992084,0.1972786124409717,0.3
0,80,0,0.0,0.0,0.00045499999999520924,[[0.62971264 0.35889495]],-4.413720230604967,0.26267180023771647,0.4
0,80,0,0.0,0.0,0.00041099999999971715,[[ 0.46958032 -0.00288073]],-2.1768730994710763,0.11025698841006096,0.0001
0,80,0,0.0,0.0,0.00042299999999784177,[[ 0.50852643 -0.01073439]],-2.3606746204827815,0.12935717849201572,0.1
0,80,0,0.0,0.0,0.0005409999999983484,[[ 0.60837069 -0.03647988]],-2.8274000784257485,0.18572283880399057,0.3
0,80,0,0.0,0.0,0.0012179999999943902,[[ 0.67347266 -0.05783113]],-3.1282506888553434,0.22845492927625438,0.4
0,80,0,0.0,0.0,0.0005170000000020991,[[ 0.28404309 -0.27972563]],0.5955068157096224,0.07946345072914472,0.0001
0,80,0,0.0,0.0,0.0007050000000035084,[[ 0.32392522 -0.28108939]],0.39688345803988395,0.0919693949457353,0.1
0,80,0,0.0,0.0,0.0005629999999996471,[[ 0.38603505 -0.32243995]],0.3983384167394991,0.12649528883780192,0.3
0,80,0,0.0,0.0,0.0004390000000000782,[[ 0.43494815 -0.33634509]],0.2417751422838441,0.15115395465023157,0.4
0,80,0,0.0,0.0,0.0004429999999970846,[[ 0.02695955 -0.54144606]],2.266776018177592,0.14694532852656117,0.0001
0,80,0,0.0,0.0,0.00042299999999784177,[[ 0.07457401 -0.58786859]],2.3840521312300718,0.1755753801811834,0.1
0,80,0,0.0,0.0,0.0005449999999953548,[[ 0.11377005 -0.70905475]],2.785821569218132,0.2578511295492963,0.3
0,80,0,0.0,0.0,0.0006759999999985666,[[ 0.12694413 -0.79283125]],3.083648473857823,0.32234810014429344,0.4
0,80,0,0.0,0.0,0.0004849999999976262,[[-0.24536985  0.69561048]],0.3196004273618538,0.2720401514284667,0.0001
0,80,0,0.0,0.0,0.0006309999999984939,[[-0.25439152  0.81981346]],0.1251536831850335,0.36840458181107555,0.1
0,80,0,0.0,0.0,0.0006999999999948159,[[-0.21309895  1.24404964]],-1.0789477021860208,0.7965353371124976,0.3
0,80,0,0.0,0.0,0.0004059999999981301,[[-0.19276568  1.4128817 ]],-1.5877782243654828,1.016696660306159,0.4
0,80,0,0.0,0.0,0.00045699999999726515,[[-0.19555341 -0.13051572]],1.6513075239271922,0.027637744029735435,0.0001
0,80,0,0.0,0.0,0.0004939999999962197,[[-0.2127951 -0.1288008]],1.7518783945543168,0.03093569996716818,0.1
0,80,0,0.0,0.0,0.0005390000000033979,[[-0.24318441 -0.13992577]],1.9722931818688516,0.039358938816077944,0.3
0,80,0,0.0,0.0,0.000408000000000186,[[-0.26369925 -0.14199292]],2.106703927128464,0.044849643113300086,0.4
0,80,0,0.0,0.0,0.00045099999999820284,[[-0.35513543  0.08183818]],1.2641333665940175,0.0664093291208523,0.0001
0,80,0,0.0,0.0,0.00042699999999484817,[[-0.39412363  0.07979235]],1.472536374520232,0.08085012710989128,0.1
0,80,0,0.0,0.0,0.0004059999999981301,[[-0.49948881  0.07619286]],2.016288682037192,0.12764721350123487,0.3
0,80,0,0.0,0.0,0.0004059999999981301,[[-0.57254899  0.08655553]],2.3042784334570094,0.16765210205251563,0.4
0,80,0,0.0,0.0,0.0004519999999956781,[[ 0.16050378 -0.16252828]],0.401638807812017,0.026088452254411226,0.0001
0,80,0,0.0,0.0,0.0005649999999945976,[[ 0.17551758 -0.16657896]],0.358901732958925,0.029277485059394266,0.1
0,80,0,0.0,0.0,0.0006909999999962224,[[ 0.21232751 -0.17228034]],0.22387962963064115,0.037381742483971206,0.3
0,80,0,0.0,0.0,0.0005409999999983484,[[ 0.23475987 -0.17293778]],0.1214261879639646,0.04250983455119023,0.4
0,80,0,0.0,0.0,0.0007020000000039772,[[ 0.12652072 -0.28043113]],1.4780628105775953,0.04732455718563414,0.0001
0,80,0,0.0,0.0,0.0003869999999963625,[[ 0.12832619 -0.29832581]],1.5777046629184182,0.05273295048237509,0.1
0,80,0,0.0,0.0,0.00040399999999607417,[[ 0.14608747 -0.33490153]],1.7580568584802654,0.0667502921171724,0.3
0,80,0,0.0,0.0,0.0004310000000060654,[[ 0.15582703 -0.35724431]],1.8701387010011443,0.07595278129467142,0.4
0,80,0,0.0,0.0,0.00040100000000364844,[[0.15507954 0.15983616]],-1.8616175991021102,0.02479862968416701,0.0001
0,80,0,0.0,0.0,0.00040899999999766123,[[0.16151783 0.16695623]],-1.9397695417528524,0.026981196154272052,0.1
0,80,0,0.0,0.0,0.00043700000000512773,[[0.1761407 0.18329  ]],-2.118329045609522,0.03231038523333907,0.3
0,80,0,0.0,0.0,0.00043999999999755346,[[0.18448828 0.19271328]],-2.220947536387624,0.03558716680654733,0.4
0,80,0,0.0,0.0,0.0005470000000045161,[[-0.55949419  0.39367224]],0.869281934864198,0.2340057899935509,0.0001
0,80,0,0.0,0.0,0.0005740000000002965,[[-0.6430577   0.46788619]],0.9744466673070411,0.31622034513020025,0.1
0,80,0,0.0,0.0,0.00043099999999896,[[-0.91194535  0.7429709 ]],1.1866163446429159,0.6918250382262268,0.3
0,80,0,0.0,0.0,0.00046200000000595765,[[-0.96047153  0.87108205]],0.9751749038696278,0.8406447458268183,0.4
0,80,0,0.0,0.0,0.00041499999999672355,[[-0.14156367  0.25520599]],-0.15750779714937369,0.04258518603026559,0.0001
0,80,0,0.0,0.0,0.0005129999999979873,[[-0.15972789  0.2713244 ]],-0.11781993464510442,0.04956496476409932,0.1
0,80,0,0.0,0.0,0.0005159999999975184,[[-0.20970083  0.30811603]],0.01790807963867741,0.06945496337437325,0.3
0,80,0,0.0,0.0,0.00041500000000382897,[[-0.24458789  0.3283948 ]],0.13157621700269995,0.08383319193079042,0.4
0,80,0,0.0,0.0,0.00044499999999914053,[[-0.16874277  0.16322499]],0.34630939699296204,0.027558259823077504,0.0001
0,80,0,0.0,0.0,0.0006829999999951042,[[-0.1828595   0.16901094]],0.41234108047675855,0.031001147217110094,0.1
0,80,0,0.0,0.0,0.0003990000000015925,[[-0.21785545  0.1802943 ]],0.589051873705537,0.03998351536792677,0.3
0,80,0,0.0,0.0,0.0005150000000000432,[[-0.23966306  0.18526018]],0.7078903687896855,0.04587985669642694,0.4
0,80,0,0.0,0.0,0.00043000000000148475,[[-0.39740708 -0.21200705]],3.554436434415816,0.10143968772503235,0.0001
0,80,0,0.0,0.0,0.0004390000000000782,[[-0.44940066 -0.23551603]],3.9795919677463734,0.12871437627714352,0.1
0,80,0,0.0,0.0,0.0006260000000040122,[[-0.6081865  -0.30182139]],5.258263061025243,0.2304934888988902,0.3
0,80,0,0.0,0.0,0.00043099999999896,[[-0.73802823 -0.35006507]],6.2821067310880725,0.3336156095047708,0.4
0,80,0,0.0,0.0,0.0005590000000026407,[[-0.59268707  0.39054829]],0.07173008580684526,0.2519029628376521,0.0001
0,80,0,0.0,0.0,0.0005080000000035056,[[-0.69715841  0.44854634]],0.12101466847512887,0.3436118374646513,0.1
