,Training,Noise,Training Error,Testing Error,Time Count,Objective Function,Number of SV,Features
0,80,0,0.3578431372549019,0.32692307692307687,0.34633100000000017,155.84643913871278,169,2
0,70,0,0.35195530726256985,0.33766233766233766,0.223592,144.66133191865885,147,2
0,60,0,0.3464052287581699,0.3495145631067961,0.5175530000000004,124.26856180765738,125,2
0,50,0,0.3828125,0.3125,0.19284400000000002,112.36983676293038,110,2
0,80,0,0.11764705882352944,0.17307692307692313,0.14775200000000055,63.80717248390592,61,2
0,70,0,0.12290502793296088,0.16883116883116878,0.1698909999999998,56.10224066993643,54,2
0,60,0,0.130718954248366,0.15533980582524276,0.04606099999999991,42.02557461766861,42,2
0,50,0,0.1484375,0.140625,0.039966999999999864,39.85219716596385,40,2
0,80,0,0.2598039215686274,0.32692307692307687,0.35181599999999946,116.7785650820486,120,2
0,70,0,0.26815642458100564,0.3116883116883117,0.4123589999999995,105.88378797656877,107,2
0,60,0,0.27450980392156865,0.30097087378640774,0.345326,87.84871605493103,89,2
0,50,0,0.28125,0.265625,0.11986100000000022,74.75307968282384,74,2
0,80,0,0.3137254901960784,0.40384615384615385,1.2701119999999992,135.7737009105013,142,2
0,70,0,0.3296089385474861,0.2987012987012987,0.49807299999999977,120.88029369937978,127,2
0,60,0,0.30718954248366015,0.3203883495145631,0.15206700000000062,103.66566905462683,108,2
0,50,0,0.3125,0.3203125,0.1079819999999998,89.71333431445032,90,2
0,80,0,0.36274509803921573,0.3653846153846154,0.39133399999999874,171.32514257745146,168,2
0,70,0,0.36312849162011174,0.35064935064935066,0.28624099999999864,151.3267991465889,148,2
0,60,0,0.3790849673202614,0.3495145631067961,0.24128800000000084,131.38529016122803,126,2
0,50,0,0.34375,0.3828125,0.14715600000000073,105.75371248612846,103,2
0,80,0,0.446078431372549,0.5576923076923077,0.20702400000000054,179.75977652716998,195,2
0,70,0,0.44134078212290506,0.5194805194805194,0.24271300000000018,181.14735124215971,172,2
0,60,0,0.4509803921568627,0.5242718446601942,0.0989570000000004,139.91447262797774,147,2
0,50,0,0.390625,0.4921875,0.1809610000000017,110.79772270611917,122,2
0,80,0,0.2990196078431373,0.2692307692307693,0.6371110000000009,138.79494648729582,138,2
0,70,0,0.3184357541899442,0.22077922077922074,0.7573600000000003,126.54864325957746,128,2
0,60,0,0.2941176470588235,0.23300970873786409,0.22128299999999967,108.64860972412417,108,2
0,50,0,0.2890625,0.25,0.4005650000000003,90.92584490830593,90,2
0,80,0,0.2598039215686274,0.2692307692307693,0.2347659999999987,130.75611688433366,122,2
0,70,0,0.23463687150837986,0.2857142857142857,0.1501570000000001,110.93524986463665,107,2
0,60,0,0.27450980392156865,0.27184466019417475,0.12894399999999884,91.74698512025292,95,2
0,50,0,0.25,0.328125,0.1595999999999993,64.86446210679188,72,2
0,80,0,0.25,0.23076923076923073,0.6015579999999989,119.9618880387076,120,2
0,70,0,0.25698324022346364,0.2597402597402597,0.2924889999999998,97.87667161111725,102,2
0,60,0,0.2679738562091504,0.22330097087378642,0.2744719999999994,87.29341698041107,90,2
0,50,0,0.2578125,0.234375,0.2933319999999995,73.87610810621567,74,2
0,80,0,0.13235294117647056,0.17307692307692313,0.09927200000000092,61.53503591096088,62,2
0,70,0,0.13407821229050276,0.1558441558441559,0.17182799999999965,56.77657389511003,58,2
0,60,0,0.130718954248366,0.1747572815533981,0.09124300000000041,45.646987094537195,44,2
0,50,0,0.125,0.15625,0.05756700000000059,39.46411009074777,39,2
0,80,0,0.06862745098039214,0.13461538461538458,0.09291699999999814,40.11651028942566,40,2
0,70,0,0.07262569832402233,0.10389610389610393,0.05524700000000138,37.9099840049238,37,2
0,60,0,0.065359477124183,0.09708737864077666,0.022304999999999353,29.944446083266744,30,2
0,50,0,0.078125,0.0859375,0.037744,25.663148938268378,27,2
